interaction_id,team_id,employee_1,employee_2,interaction_type,date,duration_minutes,quality_score
INT001332,TEAM033,EMP0440,EMP0007,Pair Programming,2025-09-19,10,7.6
INT001333,TEAM033,EMP0440,EMP0442,Code Review,2025-10-14,95,8.4
INT001334,TEAM033,EMP0440,EMP0442,Collaboration,2025-06-23,12,4.3
INT001335,TEAM033,EMP0440,EMP0442,Mentoring,2025-11-06,78,6.8
INT001336,TEAM033,EMP0440,EMP0442,Code Review,2025-10-22,78,8.2
INT001337,TEAM033,EMP0440,EMP0442,Mentoring,2025-05-20,8,7.2
INT001338,TEAM033,EMP0372,EMP0107,Code Review,2025-10-12,32,6.4
INT001339,TEAM033,EMP0372,EMP0107,Brainstorming,2025-06-23,26,9.1
INT001340,TEAM033,EMP0372,EMP0107,Mentoring,2025-05-12,23,5.7
INT001341,TEAM033,EMP0372,EMP0107,Mentoring,2025-07-19,67,4.2
INT001342,TEAM033,EMP0372,EMP0442,Code Review,2025-05-16,50,6.9
INT001343,TEAM033,EMP0372,EMP0442,Discussion,2025-11-01,19,6.8
INT001344,TEAM033,EMP0372,EMP0442,Meeting,2025-08-15,65,5.6
INT001345,TEAM033,EMP0372,EMP0442,Meeting,2025-10-16,57,5.1
INT001346,TEAM033,EMP0372,EMP0301,Collaboration,2025-09-04,18,9.1
INT001347,TEAM033,EMP0372,EMP0301,Collaboration,2025-10-20,11,7.4
INT001348,TEAM033,EMP0372,EMP0301,Pair Programming,2025-09-10,6,8.2
INT001349,TEAM033,EMP0299,EMP0107,Mentoring,2025-07-15,69,8.2
INT001350,TEAM033,EMP0299,EMP0107,Discussion,2025-07-27,9,8.4
INT001351,TEAM033,EMP0299,EMP0107,Meeting,2025-08-19,71,4.1
INT001352,TEAM033,EMP0299,EMP0107,Mentoring,2025-07-31,49,5.0
INT001353,TEAM033,EMP0299,EMP0107,Collaboration,2025-10-08,6,5.9
INT001354,TEAM033,EMP0299,EMP0107,Mentoring,2025-11-06,31,7.5
INT001355,TEAM033,EMP0299,EMP0107,Meeting,2025-06-02,17,5.8
INT001356,TEAM033,EMP0299,EMP0107,Meeting,2025-06-11,17,9.2
INT001357,TEAM033,EMP0299,EMP0442,Meeting,2025-07-02,28,9.3
INT001358,TEAM033,EMP0299,EMP0442,Brainstorming,2025-08-25,23,8.4
INT001359,TEAM033,EMP0299,EMP0442,Pair Programming,2025-05-16,13,7.9
INT001360,TEAM033,EMP0299,EMP0442,Meeting,2025-06-05,17,6.2
INT001361,TEAM033,EMP0299,EMP0442,Brainstorming,2025-08-27,5,2.0
INT001362,TEAM033,EMP0107,EMP0007,Meeting,2025-05-22,37,8.9
INT001363,TEAM033,EMP0107,EMP0007,Code Review,2025-07-09,45,5.5
INT001364,TEAM033,EMP0107,EMP0442,Mentoring,2025-10-04,57,6.1
INT001365,TEAM033,EMP0107,EMP0442,Brainstorming,2025-07-30,36,6.7
INT001366,TEAM033,EMP0107,EMP0442,Pair Programming,2025-06-21,71,8.0
INT001367,TEAM033,EMP0107,EMP0442,Code Review,2025-05-29,60,5.6
INT001368,TEAM033,EMP0107,EMP0442,Mentoring,2025-08-23,21,8.6
INT001369,TEAM034,EMP0471,EMP0112,Code Review,2025-06-18,78,5.4
INT001370,TEAM034,EMP0471,EMP0112,Meeting,2025-10-07,59,8.6
INT001371,TEAM034,EMP0471,EMP0112,Collaboration,2025-11-06,5,7.0
INT001372,TEAM034,EMP0471,EMP0112,Discussion,2025-06-08,32,4.7
INT001373,TEAM034,EMP0471,EMP0112,Collaboration,2025-06-23,39,6.7
INT001374,TEAM034,EMP0471,EMP0112,Pair Programming,2025-10-17,16,7.9
INT001375,TEAM034,EMP0471,EMP0112,Mentoring,2025-09-15,74,8.4
INT001376,TEAM034,EMP0471,EMP0112,Code Review,2025-08-11,71,6.2
INT001377,TEAM034,EMP0471,EMP0112,Mentoring,2025-07-25,24,8.5
INT001378,TEAM034,EMP0471,EMP0112,Code Review,2025-06-29,79,7.4
INT001379,TEAM034,EMP0471,EMP0112,Code Review,2025-09-27,16,7.4
INT001380,TEAM034,EMP0471,EMP0484,Code Review,2025-09-04,75,7.1
INT001381,TEAM034,EMP0471,EMP0484,Code Review,2025-10-09,59,8.8
INT001382,TEAM034,EMP0471,EMP0484,Brainstorming,2025-05-20,20,9.1
INT001383,TEAM034,EMP0471,EMP0379,Brainstorming,2025-10-25,0,8.0
INT001384,TEAM034,EMP0471,EMP0379,Discussion,2025-06-20,47,6.1
INT001385,TEAM034,EMP0471,EMP0379,Collaboration,2025-05-26,5,7.6
INT001386,TEAM034,EMP0471,EMP0379,Pair Programming,2025-10-20,43,7.5
INT001387,TEAM034,EMP0471,EMP0379,Meeting,2025-05-20,36,6.6
INT001388,TEAM034,EMP0471,EMP0258,Mentoring,2025-09-18,104,8.9
INT001389,TEAM034,EMP0471,EMP0258,Discussion,2025-06-12,13,4.8
INT001390,TEAM034,EMP0471,EMP0258,Pair Programming,2025-08-15,10,8.6
INT001391,TEAM034,EMP0471,EMP0258,Mentoring,2025-10-06,74,7.0
INT001392,TEAM034,EMP0471,EMP0258,Code Review,2025-05-24,17,6.5
INT001393,TEAM034,EMP0471,EMP0258,Pair Programming,2025-10-13,9,4.3
INT001394,TEAM034,EMP0471,EMP0258,Meeting,2025-06-02,63,7.9
INT001395,TEAM034,EMP0471,EMP0258,Pair Programming,2025-09-19,5,6.7
INT001396,TEAM034,EMP0471,EMP0258,Discussion,2025-07-06,9,8.0
INT001397,TEAM034,EMP0471,EMP0258,Collaboration,2025-08-15,5,9.1
INT001398,TEAM034,EMP0471,EMP0258,Pair Programming,2025-05-23,3,7.1
INT001399,TEAM034,EMP0471,EMP0312,Pair Programming,2025-06-15,22,6.8
INT001400,TEAM034,EMP0471,EMP0312,Discussion,2025-08-19,11,6.5
INT001401,TEAM034,EMP0471,EMP0312,Meeting,2025-09-25,56,9.5
INT001402,TEAM034,EMP0471,EMP0312,Code Review,2025-08-19,23,6.6
INT001403,TEAM034,EMP0462,EMP0258,Code Review,2025-08-07,34,5.4
INT001404,TEAM034,EMP0462,EMP0258,Mentoring,2025-05-18,37,5.1
INT001405,TEAM034,EMP0462,EMP0258,Discussion,2025-08-15,6,6.5
INT001406,TEAM034,EMP0462,EMP0258,Discussion,2025-07-12,8,8.9
INT001407,TEAM034,EMP0462,EMP0258,Brainstorming,2025-08-08,3,7.0
INT001408,TEAM034,EMP0462,EMP0070,Meeting,2025-06-19,37,6.0
INT001409,TEAM034,EMP0462,EMP0070,Mentoring,2025-09-24,35,6.0
INT001410,TEAM034,EMP0462,EMP0070,Meeting,2025-06-05,20,8.3
INT001411,TEAM034,EMP0462,EMP0070,Brainstorming,2025-08-28,7,6.9
INT001412,TEAM034,EMP0462,EMP0070,Collaboration,2025-10-03,8,8.3
INT001413,TEAM034,EMP0462,EMP0070,Pair Programming,2025-09-18,24,5.6
INT001414,TEAM034,EMP0462,EMP0070,Meeting,2025-05-31,41,8.9
INT001415,TEAM034,EMP0112,EMP0312,Code Review,2025-06-09,85,7.8
INT001416,TEAM034,EMP0112,EMP0312,Collaboration,2025-10-29,35,6.4
INT001417,TEAM034,EMP0112,EMP0312,Collaboration,2025-09-02,17,5.1
INT001418,TEAM034,EMP0112,EMP0312,Discussion,2025-06-22,16,7.6
INT001419,TEAM034,EMP0484,EMP0258,Code Review,2025-07-30,47,4.0
INT001420,TEAM034,EMP0484,EMP0258,Mentoring,2025-06-10,27,7.4
INT001421,TEAM034,EMP0484,EMP0258,Code Review,2025-08-25,20,7.9
INT001422,TEAM034,EMP0484,EMP0258,Collaboration,2025-07-12,11,4.8
INT001423,TEAM034,EMP0484,EMP0258,Meeting,2025-06-30,57,6.9
INT001424,TEAM034,EMP0484,EMP0258,Pair Programming,2025-07-29,15,6.1
INT001425,TEAM034,EMP0484,EMP0258,Meeting,2025-07-02,58,6.6
INT001426,TEAM034,EMP0484,EMP0258,Code Review,2025-05-22,23,6.0
INT001427,TEAM034,EMP0379,EMP0070,Code Review,2025-06-29,10,5.1
INT001428,TEAM034,EMP0379,EMP0070,Code Review,2025-07-16,94,8.6
INT001429,TEAM034,EMP0379,EMP0070,Collaboration,2025-09-23,11,6.8
INT001430,TEAM034,EMP0379,EMP0070,Mentoring,2025-06-16,16,6.4
INT001431,TEAM034,EMP0379,EMP0070,Mentoring,2025-10-01,66,7.6
INT001432,TEAM034,EMP0379,EMP0070,Pair Programming,2025-07-07,5,9.1
INT001433,TEAM034,EMP0379,EMP0312,Code Review,2025-07-06,15,6.6
INT001434,TEAM034,EMP0379,EMP0312,Pair Programming,2025-10-22,11,6.6
INT001435,TEAM034,EMP0379,EMP0312,Code Review,2025-08-05,17,5.7
INT001436,TEAM034,EMP0379,EMP0312,Mentoring,2025-10-28,59,8.8
INT001437,TEAM034,EMP0379,EMP0312,Collaboration,2025-09-16,7,7.9
INT001438,TEAM034,EMP0379,EMP0312,Discussion,2025-08-07,15,7.8
INT001439,TEAM034,EMP0258,EMP0070,Meeting,2025-07-14,80,7.4
INT001440,TEAM034,EMP0258,EMP0070,Mentoring,2025-10-28,61,4.9
INT001441,TEAM034,EMP0258,EMP0070,Meeting,2025-08-17,54,4.9
INT001442,TEAM034,EMP0258,EMP0070,Collaboration,2025-05-11,23,8.3
INT001443,TEAM034,EMP0258,EMP0070,Brainstorming,2025-05-29,9,7.6
INT001444,TEAM034,EMP0258,EMP0312,Collaboration,2025-09-01,11,4.5
INT001445,TEAM034,EMP0258,EMP0312,Collaboration,2025-06-21,21,5.0
INT001446,TEAM034,EMP0258,EMP0312,Discussion,2025-09-24,23,6.2
INT001447,TEAM034,EMP0258,EMP0312,Discussion,2025-05-24,68,8.5
INT001448,TEAM034,EMP0258,EMP0312,Collaboration,2025-08-06,14,4.3
INT001449,TEAM034,EMP0258,EMP0312,Brainstorming,2025-05-24,41,6.4
INT001450,TEAM034,EMP0070,EMP0312,Discussion,2025-09-04,33,5.7
INT001451,TEAM034,EMP0070,EMP0312,Collaboration,2025-09-11,25,5.1
INT001452,TEAM034,EMP0070,EMP0312,Pair Programming,2025-07-27,8,4.9
INT001453,TEAM034,EMP0070,EMP0312,Discussion,2025-08-11,38,7.3
INT001454,TEAM034,EMP0070,EMP0312,Collaboration,2025-07-07,32,8.0
INT001455,TEAM035,EMP0353,EMP0229,Discussion,2025-10-03,7,7.6
INT001456,TEAM035,EMP0353,EMP0229,Code Review,2025-09-26,31,5.5
INT001457,TEAM035,EMP0353,EMP0229,Collaboration,2025-10-19,10,8.9
INT001458,TEAM035,EMP0353,EMP0229,Pair Programming,2025-05-27,17,7.5
INT001459,TEAM035,EMP0353,EMP0313,Code Review,2025-09-21,35,6.5
INT001460,TEAM035,EMP0353,EMP0313,Collaboration,2025-08-07,16,5.3
INT001461,TEAM035,EMP0353,EMP0313,Mentoring,2025-10-08,28,8.0
INT001462,TEAM035,EMP0353,EMP0313,Discussion,2025-09-10,39,7.3
INT001463,TEAM035,EMP0353,EMP0313,Mentoring,2025-08-15,38,7.6
INT001464,TEAM035,EMP0353,EMP0313,Discussion,2025-10-09,6,8.8
INT001465,TEAM035,EMP0353,EMP0355,Code Review,2025-06-09,22,7.5
INT001466,TEAM035,EMP0353,EMP0355,Brainstorming,2025-05-26,1,7.0
INT001467,TEAM035,EMP0353,EMP0355,Meeting,2025-07-25,24,7.0
INT001468,TEAM035,EMP0353,EMP0355,Meeting,2025-09-06,51,8.1
INT001469,TEAM035,EMP0353,EMP0355,Collaboration,2025-10-06,29,7.3
INT001470,TEAM035,EMP0353,EMP0355,Code Review,2025-06-09,96,9.6
INT001471,TEAM035,EMP0353,EMP0355,Mentoring,2025-10-04,66,8.0
INT001472,TEAM035,EMP0353,EMP0355,Meeting,2025-06-29,34,8.2
INT001473,TEAM035,EMP0229,EMP0313,Pair Programming,2025-09-26,27,5.7
INT001474,TEAM035,EMP0229,EMP0313,Collaboration,2025-09-22,16,8.3
INT001475,TEAM035,EMP0229,EMP0355,Mentoring,2025-06-16,58,6.5
INT001476,TEAM035,EMP0229,EMP0355,Mentoring,2025-11-03,12,8.6
INT001477,TEAM035,EMP0229,EMP0355,Brainstorming,2025-05-22,8,6.8
INT001478,TEAM035,EMP0229,EMP0355,Meeting,2025-08-27,38,8.4
INT001479,TEAM035,EMP0229,EMP0355,Discussion,2025-09-13,8,7.1
INT001480,TEAM035,EMP0229,EMP0355,Discussion,2025-06-05,18,9.1
INT001481,TEAM035,EMP0313,EMP0133,Collaboration,2025-07-25,2,5.0
INT001482,TEAM035,EMP0313,EMP0133,Brainstorming,2025-10-02,13,5.8
INT001483,TEAM035,EMP0313,EMP0133,Brainstorming,2025-06-11,24,7.7
INT001484,TEAM035,EMP0313,EMP0133,Collaboration,2025-09-22,5,3.9
INT001485,TEAM035,EMP0313,EMP0133,Collaboration,2025-05-23,8,8.7
INT001486,TEAM035,EMP0313,EMP0355,Pair Programming,2025-05-16,17,8.5
INT001487,TEAM035,EMP0313,EMP0355,Collaboration,2025-07-14,14,6.8
INT001488,TEAM035,EMP0313,EMP0142,Discussion,2025-09-10,29,5.3
INT001489,TEAM035,EMP0313,EMP0142,Code Review,2025-08-01,25,8.9
INT001490,TEAM035,EMP0313,EMP0142,Meeting,2025-10-11,36,7.9
INT001491,TEAM035,EMP0313,EMP0142,Collaboration,2025-09-17,28,8.0
INT001492,TEAM035,EMP0313,EMP0142,Mentoring,2025-07-01,21,7.6
INT001493,TEAM035,EMP0133,EMP0355,Collaboration,2025-09-30,20,8.6
INT001494,TEAM035,EMP0133,EMP0355,Code Review,2025-10-14,41,8.2
INT001495,TEAM035,EMP0133,EMP0355,Collaboration,2025-07-09,6,7.2
INT001496,TEAM035,EMP0133,EMP0355,Meeting,2025-06-07,37,7.1
INT001497,TEAM035,EMP0355,EMP0142,Meeting,2025-10-08,65,5.2
INT001498,TEAM035,EMP0355,EMP0142,Mentoring,2025-07-07,56,7.4
INT001499,TEAM035,EMP0355,EMP0142,Collaboration,2025-10-05,24,5.8
INT001500,TEAM036,EMP0096,EMP0124,Brainstorming,2025-11-07,16,7.7
INT001501,TEAM036,EMP0096,EMP0124,Mentoring,2025-05-18,20,5.2
INT001502,TEAM036,EMP0096,EMP0124,Collaboration,2025-07-20,32,6.1
INT001503,TEAM036,EMP0096,EMP0124,Pair Programming,2025-07-23,16,7.5
INT001504,TEAM037,EMP0014,EMP0065,Brainstorming,2025-07-07,22,5.6
INT001505,TEAM037,EMP0014,EMP0065,Pair Programming,2025-08-02,3,6.2
INT001506,TEAM037,EMP0014,EMP0065,Brainstorming,2025-06-10,12,8.2
INT001507,TEAM037,EMP0014,EMP0065,Collaboration,2025-05-13,28,5.5
INT001508,TEAM037,EMP0014,EMP0065,Discussion,2025-10-13,12,6.5
INT001509,TEAM037,EMP0014,EMP0036,Brainstorming,2025-07-08,20,7.9
INT001510,TEAM037,EMP0014,EMP0036,Brainstorming,2025-09-09,22,7.1
INT001511,TEAM037,EMP0014,EMP0036,Pair Programming,2025-10-17,17,9.1
INT001512,TEAM037,EMP0014,EMP0036,Collaboration,2025-06-07,8,6.2
INT001513,TEAM037,EMP0014,EMP0036,Pair Programming,2025-07-26,36,7.7
INT001514,TEAM037,EMP0014,EMP0036,Meeting,2025-09-20,86,4.7
INT001515,TEAM037,EMP0014,EMP0036,Collaboration,2025-11-06,14,8.1
INT001516,TEAM037,EMP0014,EMP0036,Meeting,2025-06-27,50,6.6
INT001517,TEAM037,EMP0014,EMP0036,Meeting,2025-06-27,46,6.0
INT001518,TEAM037,EMP0014,EMP0455,Mentoring,2025-09-16,82,3.7
INT001519,TEAM037,EMP0014,EMP0455,Discussion,2025-08-19,7,9.6
INT001520,TEAM037,EMP0014,EMP0455,Meeting,2025-08-07,37,7.6
INT001521,TEAM037,EMP0014,EMP0455,Discussion,2025-09-29,4,6.3
INT001522,TEAM037,EMP0014,EMP0455,Collaboration,2025-05-25,54,6.9
INT001523,TEAM037,EMP0014,EMP0455,Pair Programming,2025-09-04,3,6.9
INT001524,TEAM037,EMP0014,EMP0455,Discussion,2025-06-23,26,5.7
INT001525,TEAM037,EMP0014,EMP0052,Pair Programming,2025-06-04,12,7.0
INT001526,TEAM037,EMP0014,EMP0052,Discussion,2025-05-17,7,6.8
INT001527,TEAM037,EMP0014,EMP0052,Discussion,2025-09-16,3,8.2
INT001528,TEAM037,EMP0014,EMP0052,Brainstorming,2025-06-19,18,6.4
INT001529,TEAM037,EMP0014,EMP0052,Discussion,2025-06-18,11,8.6
INT001530,TEAM037,EMP0014,EMP0052,Pair Programming,2025-09-23,18,7.8
INT001531,TEAM037,EMP0014,EMP0233,Pair Programming,2025-07-07,11,7.9
INT001532,TEAM037,EMP0014,EMP0233,Collaboration,2025-08-21,2,5.2
INT001533,TEAM037,EMP0014,EMP0233,Brainstorming,2025-08-11,5,4.7
INT001534,TEAM037,EMP0014,EMP0233,Discussion,2025-05-11,16,6.4
INT001535,TEAM037,EMP0014,EMP0233,Brainstorming,2025-10-03,12,7.9
INT001536,TEAM037,EMP0014,EMP0136,Discussion,2025-09-10,6,9.0
INT001537,TEAM037,EMP0014,EMP0136,Code Review,2025-05-12,27,4.1
INT001538,TEAM037,EMP0014,EMP0136,Code Review,2025-10-13,29,6.2
INT001539,TEAM037,EMP0014,EMP0136,Discussion,2025-06-30,1,6.4
INT001540,TEAM037,EMP0014,EMP0136,Brainstorming,2025-08-13,26,4.4
INT001541,TEAM037,EMP0014,EMP0129,Mentoring,2025-05-13,28,6.8
INT001542,TEAM037,EMP0014,EMP0129,Meeting,2025-05-11,49,8.9
INT001543,TEAM037,EMP0014,EMP0129,Discussion,2025-09-27,19,6.8
INT001544,TEAM037,EMP0014,EMP0129,Meeting,2025-05-29,49,6.7
INT001545,TEAM037,EMP0014,EMP0129,Brainstorming,2025-10-15,12,5.9
INT001546,TEAM037,EMP0014,EMP0098,Discussion,2025-06-07,19,7.0
INT001547,TEAM037,EMP0014,EMP0098,Meeting,2025-10-16,34,4.9
INT001548,TEAM037,EMP0014,EMP0098,Code Review,2025-09-01,82,7.0
INT001549,TEAM037,EMP0014,EMP0098,Meeting,2025-08-05,24,3.8
INT001550,TEAM037,EMP0014,EMP0098,Meeting,2025-06-05,28,6.6
INT001551,TEAM037,EMP0065,EMP0455,Collaboration,2025-05-24,2,9.1
INT001552,TEAM037,EMP0065,EMP0455,Mentoring,2025-08-26,72,7.1
INT001553,TEAM037,EMP0065,EMP0455,Meeting,2025-06-08,45,8.2
INT001554,TEAM037,EMP0065,EMP0455,Mentoring,2025-09-24,30,7.7
INT001555,TEAM037,EMP0065,EMP0455,Discussion,2025-07-04,10,4.0
INT001556,TEAM037,EMP0065,EMP0455,Code Review,2025-11-05,102,8.0
INT001557,TEAM037,EMP0065,EMP0108,Meeting,2025-09-19,35,6.3
INT001558,TEAM037,EMP0065,EMP0108,Collaboration,2025-06-07,2,8.4
INT001559,TEAM037,EMP0065,EMP0136,Collaboration,2025-09-09,16,8.3
INT001560,TEAM037,EMP0065,EMP0129,Pair Programming,2025-10-29,35,6.2
INT001561,TEAM037,EMP0065,EMP0129,Mentoring,2025-09-07,18,6.6
INT001562,TEAM037,EMP0065,EMP0129,Code Review,2025-11-07,16,7.6
INT001563,TEAM037,EMP0065,EMP0129,Pair Programming,2025-10-16,23,7.3
INT001564,TEAM037,EMP0065,EMP0129,Pair Programming,2025-07-28,3,8.4
INT001565,TEAM037,EMP0065,EMP0129,Discussion,2025-05-20,1,6.5
INT001566,TEAM037,EMP0065,EMP0098,Collaboration,2025-09-17,45,7.6
INT001567,TEAM037,EMP0065,EMP0098,Mentoring,2025-11-04,24,6.7
INT001568,TEAM037,EMP0065,EMP0098,Meeting,2025-05-11,31,7.5
INT001569,TEAM037,EMP0065,EMP0098,Collaboration,2025-10-15,10,7.6
INT001570,TEAM037,EMP0065,EMP0098,Mentoring,2025-08-27,45,6.4
INT001571,TEAM037,EMP0065,EMP0098,Collaboration,2025-06-17,0,9.8
INT001572,TEAM037,EMP0065,EMP0215,Code Review,2025-08-29,55,6.4
INT001573,TEAM037,EMP0065,EMP0215,Code Review,2025-06-05,41,7.6
INT001574,TEAM037,EMP0065,EMP0215,Discussion,2025-07-14,15,7.7
INT001575,TEAM037,EMP0036,EMP0455,Code Review,2025-09-02,25,8.1
INT001576,TEAM037,EMP0036,EMP0455,Collaboration,2025-07-26,19,7.6
INT001577,TEAM037,EMP0036,EMP0052,Collaboration,2025-10-20,2,6.8
INT001578,TEAM037,EMP0036,EMP0052,Pair Programming,2025-08-24,37,8.9
INT001579,TEAM037,EMP0036,EMP0052,Brainstorming,2025-10-09,2,6.7
INT001580,TEAM037,EMP0036,EMP0052,Pair Programming,2025-06-29,22,7.4
INT001581,TEAM037,EMP0036,EMP0136,Discussion,2025-05-14,10,6.7
INT001582,TEAM037,EMP0036,EMP0136,Collaboration,2025-08-03,12,7.6
INT001583,TEAM037,EMP0036,EMP0136,Brainstorming,2025-07-07,19,9.2
INT001584,TEAM037,EMP0036,EMP0136,Brainstorming,2025-09-06,10,5.0
INT001585,TEAM037,EMP0036,EMP0136,Brainstorming,2025-08-13,7,8.1
INT001586,TEAM037,EMP0036,EMP0136,Mentoring,2025-07-13,53,6.2
INT001587,TEAM037,EMP0036,EMP0129,Brainstorming,2025-06-10,31,5.6
INT001588,TEAM037,EMP0036,EMP0129,Discussion,2025-10-31,11,7.7
INT001589,TEAM037,EMP0036,EMP0129,Pair Programming,2025-10-09,12,8.0
INT001590,TEAM037,EMP0036,EMP0129,Discussion,2025-10-21,17,8.9
INT001591,TEAM037,EMP0036,EMP0129,Brainstorming,2025-05-29,14,7.7
INT001592,TEAM037,EMP0036,EMP0129,Mentoring,2025-09-12,64,5.5
INT001593,TEAM037,EMP0036,EMP0129,Code Review,2025-05-12,62,5.3
INT001594,TEAM037,EMP0036,EMP0129,Discussion,2025-08-19,28,8.3
INT001595,TEAM037,EMP0036,EMP0129,Collaboration,2025-08-09,18,6.9
INT001596,TEAM037,EMP0036,EMP0129,Meeting,2025-06-23,45,6.4
INT001597,TEAM037,EMP0036,EMP0129,Brainstorming,2025-05-12,37,6.7
INT001598,TEAM037,EMP0036,EMP0098,Meeting,2025-08-26,38,8.8
INT001599,TEAM037,EMP0036,EMP0098,Mentoring,2025-07-28,47,6.4
INT001600,TEAM037,EMP0036,EMP0098,Meeting,2025-08-12,22,8.3
INT001601,TEAM037,EMP0036,EMP0098,Code Review,2025-06-19,28,4.4
INT001602,TEAM037,EMP0036,EMP0098,Pair Programming,2025-07-09,33,6.6
INT001603,TEAM037,EMP0036,EMP0098,Code Review,2025-08-09,82,9.0
INT001604,TEAM037,EMP0455,EMP0052,Code Review,2025-05-17,41,7.1
INT001605,TEAM037,EMP0455,EMP0052,Mentoring,2025-07-03,99,7.4
INT001606,TEAM037,EMP0455,EMP0052,Code Review,2025-09-17,13,5.4
INT001607,TEAM037,EMP0455,EMP0052,Brainstorming,2025-09-07,32,6.5
INT001608,TEAM037,EMP0455,EMP0052,Code Review,2025-09-01,29,8.3
INT001609,TEAM037,EMP0455,EMP0052,Code Review,2025-09-10,17,6.4
INT001610,TEAM037,EMP0455,EMP0052,Brainstorming,2025-09-05,20,8.8
INT001611,TEAM037,EMP0455,EMP0108,Meeting,2025-10-11,28,8.5
INT001612,TEAM037,EMP0455,EMP0108,Mentoring,2025-10-18,64,6.7
INT001613,TEAM037,EMP0455,EMP0108,Discussion,2025-05-22,9,7.1
INT001614,TEAM037,EMP0455,EMP0108,Meeting,2025-06-03,29,6.9
INT001615,TEAM037,EMP0455,EMP0129,Brainstorming,2025-10-28,12,7.3
INT001616,TEAM037,EMP0455,EMP0129,Pair Programming,2025-07-07,30,6.5
INT001617,TEAM037,EMP0455,EMP0215,Brainstorming,2025-06-13,11,5.2
INT001618,TEAM037,EMP0052,EMP0233,Brainstorming,2025-09-22,8,7.5
INT001619,TEAM037,EMP0052,EMP0233,Pair Programming,2025-06-30,20,8.4
INT001620,TEAM037,EMP0052,EMP0233,Code Review,2025-07-29,27,8.8
INT001621,TEAM037,EMP0052,EMP0233,Code Review,2025-06-13,10,7.9
INT001622,TEAM037,EMP0052,EMP0233,Collaboration,2025-10-25,14,7.3
INT001623,TEAM037,EMP0052,EMP0233,Discussion,2025-07-22,25,5.1
INT001624,TEAM037,EMP0052,EMP0233,Meeting,2025-06-22,9,7.0
INT001625,TEAM037,EMP0052,EMP0233,Pair Programming,2025-07-02,0,7.3
INT001626,TEAM037,EMP0052,EMP0233,Brainstorming,2025-07-30,7,8.6
INT001627,TEAM037,EMP0052,EMP0233,Brainstorming,2025-05-16,22,5.8
INT001628,TEAM037,EMP0052,EMP0108,Mentoring,2025-10-08,31,7.3
INT001629,TEAM037,EMP0052,EMP0108,Discussion,2025-06-28,14,7.0
INT001630,TEAM037,EMP0052,EMP0108,Mentoring,2025-08-19,60,7.1
INT001631,TEAM037,EMP0052,EMP0108,Meeting,2025-11-05,16,7.9
INT001632,TEAM037,EMP0052,EMP0108,Code Review,2025-05-19,13,8.4
INT001633,TEAM037,EMP0052,EMP0136,Pair Programming,2025-10-13,29,4.8
INT001634,TEAM037,EMP0052,EMP0136,Collaboration,2025-08-07,5,8.4
INT001635,TEAM037,EMP0052,EMP0098,Code Review,2025-09-01,15,8.1
INT001636,TEAM037,EMP0052,EMP0098,Discussion,2025-08-31,3,7.6
INT001637,TEAM037,EMP0052,EMP0098,Pair Programming,2025-06-04,10,7.6
INT001638,TEAM037,EMP0052,EMP0098,Code Review,2025-08-06,34,7.5
INT001639,TEAM037,EMP0052,EMP0098,Discussion,2025-07-03,7,6.2
INT001640,TEAM037,EMP0052,EMP0215,Brainstorming,2025-05-12,5,5.9
INT001641,TEAM037,EMP0052,EMP0215,Pair Programming,2025-08-04,12,9.3
INT001642,TEAM037,EMP0052,EMP0215,Pair Programming,2025-07-28,1,4.7
INT001643,TEAM037,EMP0052,EMP0215,Code Review,2025-07-15,51,6.8
INT001644,TEAM037,EMP0233,EMP0108,Mentoring,2025-06-13,58,8.5
INT001645,TEAM037,EMP0233,EMP0108,Brainstorming,2025-09-10,12,7.8
INT001646,TEAM037,EMP0233,EMP0136,Brainstorming,2025-08-30,8,5.8
INT001647,TEAM037,EMP0233,EMP0136,Collaboration,2025-09-08,22,7.5
INT001648,TEAM037,EMP0233,EMP0136,Brainstorming,2025-07-20,28,6.5
INT001649,TEAM037,EMP0233,EMP0136,Code Review,2025-08-02,41,7.4
INT001650,TEAM037,EMP0233,EMP0136,Brainstorming,2025-10-01,0,9.8
INT001651,TEAM037,EMP0233,EMP0136,Discussion,2025-09-30,8,2.9
INT001652,TEAM037,EMP0233,EMP0098,Code Review,2025-07-03,54,8.1
INT001653,TEAM037,EMP0233,EMP0098,Collaboration,2025-05-30,10,6.6
INT001654,TEAM037,EMP0233,EMP0098,Mentoring,2025-06-24,51,6.6
INT001655,TEAM037,EMP0233,EMP0098,Brainstorming,2025-08-19,25,6.3
INT001656,TEAM037,EMP0233,EMP0215,Collaboration,2025-09-04,30,8.9
INT001657,TEAM037,EMP0108,EMP0129,Mentoring,2025-10-13,33,7.8
INT001658,TEAM037,EMP0108,EMP0129,Meeting,2025-09-27,37,7.9
INT001659,TEAM037,EMP0108,EMP0129,Brainstorming,2025-09-13,25,6.6
INT001660,TEAM037,EMP0108,EMP0129,Discussion,2025-09-03,21,8.8
INT001661,TEAM037,EMP0108,EMP0129,Meeting,2025-05-30,14,5.4
INT001662,TEAM037,EMP0108,EMP0129,Mentoring,2025-07-15,36,5.5
INT001663,TEAM037,EMP0108,EMP0098,Pair Programming,2025-08-07,7,6.9
INT001664,TEAM037,EMP0108,EMP0098,Collaboration,2025-06-17,51,8.3
