learner_id,age,primary_interest,learning_style,time_available_weekly,learning_goal,experience_level,joined_date
LRN01405,37,Programming,Theoretical,4.5,Skill Enhancement,Beginner,2025-05-21
LRN01406,22,Cloud,Theoretical,1.8,Personal Interest,Intermediate,2024-08-13
LRN01407,26,Business,Hands-on,2.7,Career Switch,Beginner,2025-05-03
LRN01408,24,Cloud,Hands-on,9.7,Skill Enhancement,Advanced,2024-01-19
LRN01409,29,Cloud,Visual,1.6,Certification,Intermediate,2025-07-22
LRN01410,22,Programming,Hands-on,3.8,Career Switch,Intermediate,2024-10-17
LRN01411,25,Business,Theoretical,10.4,Skill Enhancement,Intermediate,2024-02-05
LRN01412,26,Cloud,Theoretical,3.2,Skill Enhancement,Advanced,2024-12-01
LRN01413,24,Programming,Visual,8.9,Skill Enhancement,Beginner,2025-05-16
LRN01414,22,Data Science,Theoretical,4.3,Skill Enhancement,Beginner,2025-05-28
LRN01415,34,Programming,Mixed,6.5,Career Switch,Beginner,2025-09-19
LRN01416,35,Design,Mixed,1.5,Career Switch,Beginner,2025-06-20
LRN01417,23,Programming,Visual,6.2,Certification,Beginner,2025-01-22
LRN01418,27,Programming,Visual,4.5,Personal Interest,Advanced,2025-09-28
LRN01419,18,Programming,Visual,10.0,Promotion,Beginner,2024-02-15
LRN01420,20,Data Science,Hands-on,5.9,Personal Interest,Beginner,2025-07-08
LRN01421,37,Data Science,Theoretical,3.1,Promotion,Intermediate,2024-10-13
LRN01422,18,Data Science,Hands-on,4.5,Promotion,Advanced,2025-07-31
LRN01423,28,Programming,Visual,2.8,Promotion,Beginner,2025-03-26
LRN01424,26,Business,Hands-on,4.3,Promotion,Beginner,2025-06-29
LRN01425,38,Data Science,Mixed,4.4,Personal Interest,Advanced,2024-02-13
LRN01426,18,Data Science,Mixed,3.1,Career Switch,Beginner,2024-10-10
LRN01427,19,Design,Mixed,5.1,Skill Enhancement,Advanced,2025-02-17
LRN01428,26,Design,Visual,14.0,Personal Interest,Beginner,2024-06-18
LRN01429,32,Programming,Hands-on,3.7,Certification,Intermediate,2024-12-17
LRN01430,33,Cloud,Visual,2.5,Career Switch,Intermediate,2024-05-21
LRN01431,34,Programming,Mixed,5.4,Personal Interest,Intermediate,2024-02-02
LRN01432,24,Business,Mixed,2.6,Skill Enhancement,Advanced,2024-08-17
LRN01433,18,Business,Mixed,1.0,Skill Enhancement,Beginner,2024-06-08
LRN01434,36,Business,Hands-on,1.8,Career Switch,Advanced,2024-05-23
LRN01435,29,Programming,Mixed,8.1,Certification,Advanced,2023-12-04
LRN01436,28,Programming,Visual,3.1,Skill Enhancement,Intermediate,2024-08-24
LRN01437,18,Cloud,Visual,4.1,Skill Enhancement,Beginner,2024-10-01
LRN01438,28,Data Science,Theoretical,7.5,Skill Enhancement,Advanced,2024-08-21
LRN01439,18,Programming,Hands-on,10.0,Certification,Advanced,2024-05-15
LRN01440,18,Business,Theoretical,4.5,Certification,Intermediate,2024-06-08
LRN01441,21,Cloud,Mixed,8.7,Certification,Advanced,2024-12-27
LRN01442,22,Data Science,Mixed,2.6,Career Switch,Beginner,2025-01-25
LRN01443,23,Design,Mixed,2.3,Skill Enhancement,Advanced,2025-05-24
LRN01444,18,Programming,Visual,8.3,Career Switch,Beginner,2024-05-16
LRN01445,26,Programming,Hands-on,7.8,Certification,Advanced,2023-11-13
LRN01446,18,Business,Hands-on,4.1,Personal Interest,Advanced,2024-01-09
LRN01447,28,Programming,Visual,4.3,Promotion,Intermediate,2024-06-18
LRN01448,31,Data Science,Theoretical,6.6,Certification,Intermediate,2024-05-10
LRN01449,30,Business,Theoretical,5.1,Promotion,Advanced,2025-09-20
LRN01450,22,Programming,Mixed,2.8,Career Switch,Intermediate,2024-07-05
LRN01451,34,Business,Mixed,4.6,Certification,Intermediate,2025-09-02
LRN01452,33,Programming,Hands-on,4.9,Promotion,Advanced,2024-12-02
LRN01453,30,Data Science,Mixed,1.9,Certification,Beginner,2024-11-23
LRN01454,27,Design,Mixed,3.9,Career Switch,Advanced,2023-11-17
LRN01455,35,Design,Mixed,11.3,Certification,Advanced,2025-05-01
LRN01456,26,Cloud,Visual,3.0,Certification,Intermediate,2024-05-20
LRN01457,27,Cloud,Mixed,7.8,Promotion,Advanced,2024-10-12
LRN01458,27,Business,Theoretical,12.4,Career Switch,Beginner,2024-02-12
LRN01459,30,Programming,Hands-on,6.2,Personal Interest,Intermediate,2024-02-19
LRN01460,28,Programming,Theoretical,3.6,Certification,Beginner,2024-07-27
LRN01461,25,Business,Theoretical,3.9,Certification,Intermediate,2025-08-12
LRN01462,18,Data Science,Hands-on,2.1,Skill Enhancement,Advanced,2024-11-23
LRN01463,24,Cloud,Visual,9.8,Career Switch,Intermediate,2025-06-13
LRN01464,37,Business,Hands-on,9.5,Career Switch,Advanced,2024-11-09
LRN01465,18,Programming,Mixed,8.2,Certification,Advanced,2024-04-29
LRN01466,18,Design,Theoretical,9.2,Career Switch,Advanced,2024-06-15
LRN01467,24,Cloud,Visual,9.4,Personal Interest,Intermediate,2024-03-03
LRN01468,18,Design,Theoretical,4.9,Promotion,Beginner,2024-05-26
LRN01469,26,Programming,Hands-on,3.5,Personal Interest,Intermediate,2024-05-12
LRN01470,40,Business,Hands-on,4.1,Promotion,Intermediate,2024-10-01
LRN01471,29,Design,Hands-on,2.0,Certification,Advanced,2025-07-23
LRN01472,30,Cloud,Hands-on,6.3,Personal Interest,Intermediate,2025-08-21
LRN01473,19,Business,Mixed,1.0,Skill Enhancement,Advanced,2025-07-06
LRN01474,21,Cloud,Visual,3.2,Promotion,Intermediate,2025-01-02
LRN01475,29,Programming,Mixed,8.1,Certification,Beginner,2024-10-18
LRN01476,25,Programming,Theoretical,7.8,Promotion,Intermediate,2024-07-22
LRN01477,32,Cloud,Theoretical,7.7,Skill Enhancement,Intermediate,2024-08-23
LRN01478,32,Business,Mixed,1.0,Promotion,Beginner,2025-09-19
LRN01479,22,Cloud,Hands-on,3.5,Promotion,Intermediate,2025-03-04
LRN01480,23,Design,Theoretical,8.7,Promotion,Advanced,2024-07-21
LRN01481,36,Cloud,Visual,5.4,Promotion,Beginner,2024-09-30
LRN01482,26,Design,Hands-on,3.5,Skill Enhancement,Beginner,2024-12-05
LRN01483,38,Design,Mixed,6.1,Personal Interest,Beginner,2023-12-29
LRN01484,31,Data Science,Mixed,10.8,Personal Interest,Intermediate,2023-12-17
LRN01485,19,Data Science,Theoretical,4.3,Promotion,Beginner,2024-08-19
LRN01486,33,Data Science,Visual,1.6,Skill Enhancement,Beginner,2025-09-10
LRN01487,37,Data Science,Theoretical,4.7,Certification,Intermediate,2024-03-14
LRN01488,41,Design,Mixed,1.0,Career Switch,Beginner,2025-04-28
LRN01489,24,Business,Hands-on,11.0,Career Switch,Intermediate,2024-12-28
LRN01490,39,Cloud,Hands-on,3.3,Career Switch,Advanced,2024-05-29
LRN01491,27,Programming,Visual,1.9,Career Switch,Intermediate,2024-01-31
LRN01492,34,Business,Visual,5.5,Certification,Intermediate,2023-11-21
LRN01493,19,Programming,Mixed,5.2,Skill Enhancement,Beginner,2025-06-16
LRN01494,31,Cloud,Visual,4.6,Promotion,Advanced,2024-02-22
LRN01495,28,Cloud,Theoretical,7.9,Certification,Beginner,2025-02-07
LRN01496,24,Cloud,Visual,6.5,Personal Interest,Intermediate,2024-02-18
LRN01497,27,Design,Hands-on,3.8,Certification,Beginner,2025-05-14
LRN01498,24,Programming,Hands-on,2.4,Skill Enhancement,Intermediate,2024-07-15
LRN01499,22,Design,Theoretical,6.0,Promotion,Beginner,2024-05-24
LRN01500,30,Cloud,Theoretical,2.2,Career Switch,Intermediate,2024-03-29
