response_id,employee_id,survey_number,survey_date,overall_engagement_score,job_satisfaction,work_life_balance,career_development,manager_relationship,team_collaboration,company_culture,recognition,compensation_fairness,work_meaningfulness,autonomy,resources_support,innovation_encouraged,would_recommend,likelihood_to_stay,satisfaction_change,feedback_sentiment,feedback_length_words,participated_in_events,training_hours_completed
RESP000147,EMP00170,1,2024-12-27,40.0,5.4,5.7,4.6,4.0,4.2,4.1,5.0,4.3,5.7,4.3,3.6,4.2,0,4.6,-0.4,0.4,54,1,6
RESP000148,EMP00171,1,2024-12-27,46.8,4.6,5.0,4.9,4.5,6.5,4.6,4.9,5.4,6.4,5.9,6.2,3.5,0,5.2,-0.8,0.468,18,0,12
RESP000149,EMP00172,1,2024-12-27,52.4,6.6,7.3,6.5,5.2,6.2,5.1,6.0,5.9,6.3,6.7,5.2,6.8,0,5.7,1.5,0.524,34,0,10
RESP000150,EMP00173,1,2024-12-27,28.8,4.2,2.0,2.8,3.6,5.3,3.2,3.9,4.3,3.5,2.8,4.0,2.9,0,3.6,-0.4,0.288,113,0,8
RESP000151,EMP00174,1,2024-12-27,35.5,2.8,5.1,4.2,4.0,3.0,3.9,4.3,3.3,4.2,5.4,4.4,4.7,0,4.2,-0.4,0.355,19,1,4
RESP000152,EMP00177,1,2024-12-27,36.0,3.8,3.2,5.6,4.1,4.1,4.3,3.8,4.5,3.7,4.3,4.2,5.7,0,4.2,1.9,0.36,62,1,6
RESP000153,EMP00179,1,2024-12-27,30.1,2.4,2.2,3.8,3.3,3.6,3.1,3.0,4.2,1.3,4.2,3.5,4.9,0,3.7,0.3,0.301,10,0,0
RESP000154,EMP00180,1,2024-12-27,25.8,3.5,2.0,3.3,3.9,2.7,2.6,1.6,4.5,4.8,4.3,3.1,3.3,0,3.3,0.7,0.258,43,0,0
RESP000155,EMP00181,1,2024-12-27,51.2,6.0,6.4,4.7,6.9,4.5,5.3,5.8,4.2,5.2,6.4,5.0,4.4,0,5.6,1.1,0.512,51,0,9
RESP000156,EMP00182,1,2024-12-27,34.6,4.6,3.6,2.8,4.6,5.0,3.9,4.8,3.8,4.0,5.5,3.9,3.8,0,4.1,-1.9,0.346,59,1,3
RESP000157,EMP00183,1,2024-12-27,26.4,3.3,3.3,4.3,4.6,3.7,4.4,4.1,3.8,4.5,2.3,2.8,2.7,0,3.4,-0.3,0.264,59,1,0
RESP000158,EMP00184,1,2024-12-27,35.3,4.3,5.5,3.9,4.1,3.1,3.6,3.3,4.4,4.5,4.7,3.6,4.6,0,4.2,0.1,0.353,38,1,0
RESP000159,EMP00185,1,2024-12-27,33.0,4.3,4.5,2.8,3.8,4.1,3.8,4.7,4.0,2.4,4.6,3.9,2.6,0,4.0,-0.3,0.33,16,0,10
RESP000160,EMP00186,1,2024-12-27,48.9,4.7,6.1,6.5,5.2,4.2,4.7,4.7,6.0,4.1,5.4,5.2,6.2,0,5.4,0.2,0.489,54,0,7
RESP000161,EMP00188,1,2024-12-27,43.3,5.5,4.6,4.2,5.6,4.5,5.4,4.9,5.4,6.9,5.9,4.6,5.2,0,4.9,0.1,0.433,46,0,0
RESP000162,EMP00189,1,2024-12-27,39.2,3.1,4.0,4.5,5.2,5.9,4.4,5.3,3.5,4.4,4.2,4.6,4.0,0,4.5,-0.2,0.392,40,1,8
RESP000163,EMP00191,1,2024-12-27,32.4,4.0,3.8,4.8,4.8,3.0,4.4,4.6,2.8,4.4,4.6,3.2,3.7,0,3.9,0.2,0.324,55,0,1
RESP000164,EMP00192,1,2024-12-27,61.6,7.0,6.0,7.5,5.7,6.9,6.7,6.7,5.9,6.1,6.6,6.0,6.8,0,6.5,-0.6,0.616,69,0,20
RESP000165,EMP00193,1,2024-12-27,42.8,4.1,4.5,5.0,6.0,4.6,6.8,5.6,4.1,2.7,3.9,5.3,4.6,0,4.9,-0.6,0.428,24,0,12
RESP000166,EMP00195,1,2024-12-27,53.8,7.1,5.0,7.3,5.8,6.9,6.4,5.9,5.9,6.4,5.0,4.9,7.5,0,5.8,1.2,0.538,69,0,9
RESP000167,EMP00196,1,2024-12-27,55.5,6.9,6.3,6.9,5.9,6.8,5.3,6.1,5.8,7.2,3.7,5.9,6.2,0,6.0,-1.9,0.555,61,0,10
RESP000168,EMP00197,1,2024-12-27,40.7,5.3,4.8,4.8,5.5,4.2,4.5,6.3,4.8,5.0,4.2,4.4,5.9,0,4.7,0.1,0.407,38,1,8
RESP000169,EMP00199,1,2024-12-27,33.6,3.5,4.7,3.4,3.7,5.6,4.9,3.6,2.1,4.1,3.8,4.7,4.0,0,4.0,1.2,0.336,53,0,0
RESP000170,EMP00200,1,2024-12-27,37.9,4.2,5.0,5.7,4.1,5.2,3.5,5.0,5.1,4.6,4.8,4.9,5.2,0,4.4,0.7,0.379,77,1,0
RESP000171,EMP00201,1,2024-12-27,48.8,6.1,5.5,5.8,5.8,4.5,6.6,5.3,6.6,4.7,4.7,5.2,5.4,0,5.4,-0.5,0.488,23,1,11
RESP000172,EMP00202,1,2024-12-27,44.1,4.1,4.8,6.9,5.8,5.5,4.6,5.7,6.8,4.9,3.4,4.1,5.0,0,5.0,-0.2,0.441,83,0,5
RESP000173,EMP00203,1,2024-12-27,46.9,4.5,5.0,4.2,4.8,7.0,6.6,5.8,5.6,4.7,5.4,5.4,5.2,0,5.2,0.8,0.469,21,1,22
RESP000174,EMP00204,1,2024-12-27,49.4,4.8,5.5,5.1,6.1,7.0,5.4,5.9,4.9,3.8,5.0,3.7,5.3,0,5.4,1.5,0.494,21,1,0
RESP000175,EMP00205,1,2024-12-27,41.2,5.3,5.1,5.3,6.4,5.3,4.7,4.5,2.1,5.6,4.1,4.2,3.7,0,4.7,-0.4,0.412,32,0,3
RESP000176,EMP00206,1,2024-12-27,29.5,3.2,1.9,4.9,4.4,3.9,2.9,3.7,3.6,2.6,1.6,3.2,2.4,0,3.7,0.2,0.295,44,0,1
RESP000177,EMP00207,1,2024-12-27,34.9,5.6,4.8,3.7,6.0,3.7,3.5,4.1,2.9,5.6,4.3,3.5,4.5,0,4.1,0.1,0.349,32,0,0
RESP000178,EMP00208,1,2024-12-27,21.4,4.3,2.3,3.6,3.3,4.2,3.5,1.6,2.4,1.8,3.1,1.9,1.3,0,2.9,-0.2,0.214,6,0,5
RESP000179,EMP00210,1,2024-12-27,14.8,3.7,1.2,2.5,1.0,1.4,3.7,2.6,1.8,2.3,1.9,2.3,2.9,0,2.3,-0.3,0.148,45,0,4
RESP000180,EMP00211,1,2024-12-27,38.4,3.9,4.0,4.3,5.1,4.1,4.2,3.9,4.1,5.4,3.7,4.7,4.3,0,4.5,0.5,0.384,41,0,7
RESP000181,EMP00212,1,2024-12-27,40.9,3.9,4.9,5.3,5.7,2.9,4.4,4.3,4.0,3.5,4.5,5.2,3.7,0,4.7,0.1,0.409,51,1,16
RESP000182,EMP00213,1,2024-12-27,38.8,5.1,4.6,5.7,4.2,5.5,4.1,3.9,4.1,3.7,5.1,3.2,4.1,0,4.5,0.3,0.388,40,0,7
RESP000183,EMP00214,1,2024-12-27,32.1,3.5,3.7,4.5,4.6,4.0,4.5,4.0,3.8,4.5,2.7,4.2,3.3,0,3.9,1.0,0.321,25,0,4
RESP000184,EMP00216,1,2024-12-27,33.7,3.6,4.1,2.8,3.5,4.3,5.2,4.2,4.4,4.1,6.8,4.8,2.4,0,4.0,0.2,0.337,73,0,0
RESP000185,EMP00217,1,2024-12-27,34.0,5.1,3.5,4.2,3.3,3.1,3.6,3.6,3.1,4.0,2.0,4.1,4.8,0,4.1,-0.5,0.34,49,0,5
RESP000186,EMP00218,1,2024-12-27,30.7,4.8,5.7,3.6,4.2,5.1,2.9,2.3,3.9,3.1,3.6,4.6,4.2,0,3.8,0.6,0.307,36,0,2
RESP000187,EMP00219,1,2024-12-27,64.2,7.6,6.6,6.6,9.0,7.9,7.1,6.3,7.3,6.6,5.9,6.5,7.1,0,6.8,1.5,0.642,12,0,6
RESP000188,EMP00221,1,2024-12-27,42.9,4.5,5.0,5.4,3.8,4.3,4.2,5.8,4.3,4.5,4.1,4.8,4.7,0,4.9,1.5,0.429,39,1,15
RESP000189,EMP00222,1,2024-12-27,29.7,3.2,2.7,5.7,3.2,2.6,2.8,3.2,3.4,4.7,5.1,2.0,4.9,0,3.7,1.7,0.297,26,1,1
RESP000190,EMP00223,1,2024-12-27,69.4,7.6,6.6,8.3,7.3,5.8,6.5,6.7,5.3,8.2,7.8,8.3,6.5,0,7.3,-0.7,0.694,77,0,13
RESP000191,EMP00224,1,2024-12-27,34.2,4.9,3.9,4.9,4.5,3.2,3.4,3.7,3.0,3.7,5.3,4.1,3.5,0,4.1,1.9,0.342,21,1,2
RESP000192,EMP00225,1,2024-12-27,45.4,5.7,5.3,3.9,3.2,5.2,6.0,4.7,5.5,5.2,3.7,4.8,5.4,0,5.1,-0.8,0.454,31,0,11
RESP000193,EMP00226,1,2024-12-27,44.3,4.2,4.6,5.1,6.1,4.1,3.6,5.3,3.0,4.3,5.6,4.8,6.6,0,5.0,0.1,0.443,53,0,6
RESP000194,EMP00228,1,2024-12-27,43.6,4.1,4.3,4.5,5.5,5.3,4.8,4.3,6.2,5.7,3.3,5.6,4.7,0,4.9,-0.6,0.436,61,0,10
RESP000195,EMP00229,1,2024-12-27,46.1,4.2,5.8,5.3,5.1,4.1,5.3,4.1,3.7,5.8,4.7,5.8,4.1,0,5.2,-1.5,0.461,33,0,0
RESP000196,EMP00230,1,2024-12-27,33.0,4.1,3.9,4.2,4.4,4.2,3.8,4.1,4.4,4.3,4.0,4.7,4.8,0,4.0,0.8,0.33,71,0,13
RESP000197,EMP00231,1,2024-12-27,32.3,3.7,4.0,2.5,4.1,3.2,4.0,4.0,3.5,1.6,3.1,5.0,5.1,0,3.9,0.5,0.323,62,0,2
RESP000198,EMP00232,1,2024-12-27,43.5,5.0,4.8,6.2,5.8,5.2,5.0,4.6,5.5,4.0,4.2,3.8,5.9,0,4.9,-0.7,0.435,50,0,8
RESP000199,EMP00233,1,2024-12-27,78.9,8.5,6.6,9.1,7.8,8.3,7.6,8.3,8.2,7.6,7.7,8.2,6.2,1,8.1,-1.4,0.789,96,1,17
RESP000200,EMP00234,1,2024-12-27,42.2,5.6,6.9,6.7,4.1,4.4,3.6,4.1,2.7,4.3,4.5,3.5,3.4,0,4.8,0.9,0.422,14,0,8
RESP000201,EMP00235,1,2024-12-27,49.8,6.4,7.2,4.5,4.9,6.2,5.0,5.7,5.6,3.6,6.2,5.4,4.5,0,5.5,1.5,0.498,25,0,6
RESP000202,EMP00237,1,2024-12-27,13.7,2.7,2.3,1.0,2.4,2.8,2.6,3.3,1.7,3.6,2.2,2.9,3.3,0,2.2,2.6,0.137,18,0,0
RESP000203,EMP00238,1,2024-12-27,24.0,1.9,3.3,3.5,3.4,1.9,1.9,3.2,3.0,2.9,2.9,2.8,3.3,0,3.2,1.1,0.24,21,0,7
RESP000204,EMP00239,1,2024-12-27,25.8,3.3,5.1,3.0,3.9,3.0,3.4,3.3,2.6,1.8,2.7,3.2,2.7,0,3.3,0.8,0.258,34,0,14
RESP000205,EMP00240,1,2024-12-27,34.7,4.5,5.0,4.5,4.4,3.0,3.8,4.0,3.2,3.2,5.0,3.8,5.9,0,4.1,0.1,0.347,98,0,12
RESP000206,EMP00241,1,2024-12-27,34.2,3.6,5.3,3.1,3.8,3.4,4.4,3.1,4.4,4.5,3.5,4.8,3.9,0,4.1,-1.5,0.342,91,1,2
RESP000207,EMP00242,1,2024-12-27,54.9,6.2,5.2,7.5,6.7,6.7,4.9,5.2,4.9,6.0,5.6,6.2,5.7,0,5.9,-0.3,0.549,11,1,13
RESP000208,EMP00243,1,2024-12-27,49.6,5.6,6.3,5.9,4.4,7.3,6.5,5.5,5.6,5.7,4.8,6.4,6.3,0,5.5,-0.1,0.496,58,0,15
RESP000209,EMP00245,1,2024-12-27,40.9,3.9,5.2,5.0,3.8,5.3,4.9,4.5,6.3,4.2,3.9,4.8,4.6,0,4.7,-0.6,0.409,85,1,2
RESP000210,EMP00246,1,2024-12-27,43.5,5.8,6.6,5.5,5.6,4.8,5.0,5.3,5.0,4.2,6.0,5.3,4.9,0,4.9,-0.6,0.435,47,1,7
RESP000211,EMP00247,1,2024-12-27,30.9,5.1,3.0,3.4,4.3,4.5,4.3,4.2,3.2,4.3,3.3,4.6,3.0,0,3.8,-0.8,0.309,24,0,7
RESP000212,EMP00248,1,2024-12-27,43.2,4.8,4.5,3.8,3.8,4.3,4.6,6.1,4.9,3.4,5.6,3.7,4.6,0,4.9,-0.4,0.432,27,1,8
RESP000213,EMP00249,1,2024-12-27,34.7,4.5,4.3,4.1,4.2,4.2,3.4,4.8,4.5,4.7,4.6,3.4,4.9,0,4.1,-0.3,0.347,67,0,6
RESP000214,EMP00250,1,2024-12-27,23.9,3.4,3.8,1.8,1.9,3.2,3.4,2.5,3.4,2.0,5.8,4.2,3.6,0,3.1,0.1,0.239,26,0,0
RESP000215,EMP00251,1,2024-12-27,31.2,2.7,4.0,3.7,4.8,5.0,2.4,3.9,3.2,3.8,2.7,2.7,4.2,0,3.8,0.7,0.312,19,0,11
RESP000216,EMP00252,1,2024-12-27,45.8,5.0,6.4,4.7,7.0,4.5,5.1,4.7,4.8,7.5,4.7,5.8,4.9,0,5.1,0.9,0.458,28,1,10
RESP000217,EMP00253,1,2024-12-27,77.6,8.5,7.8,8.3,8.1,7.4,9.4,8.3,7.9,8.8,7.4,7.1,7.9,1,8.0,0.1,0.776,54,1,8
RESP000218,EMP00254,1,2024-12-27,25.6,3.9,4.1,2.8,3.3,3.9,3.4,4.6,3.5,2.2,3.9,3.4,2.6,0,3.3,1.1,0.256,32,0,6
RESP000219,EMP00256,1,2024-12-27,23.6,3.6,2.2,3.9,2.4,2.1,4.2,3.2,2.9,2.8,2.6,3.8,3.4,0,3.1,-0.2,0.236,27,0,5
RESP000220,EMP00257,1,2024-12-27,46.0,4.0,4.2,6.4,5.3,4.1,5.9,5.4,6.9,5.0,6.0,4.0,6.3,0,5.1,0.9,0.46,93,0,14
RESP000221,EMP00258,1,2024-12-27,35.1,2.7,3.4,5.1,4.1,3.9,3.5,2.7,4.3,4.5,3.4,3.7,5.4,0,4.2,1.2,0.351,13,0,6
RESP000222,EMP00260,1,2024-12-27,62.5,6.4,6.4,8.2,7.4,7.5,6.4,7.2,7.8,6.6,6.3,7.6,8.3,0,6.6,2.1,0.625,31,0,11
RESP000223,EMP00261,1,2024-12-27,26.7,3.0,4.0,3.9,2.0,4.8,2.5,2.6,2.4,2.9,2.7,2.7,1.4,0,3.4,0.1,0.267,45,1,16
RESP000224,EMP00262,1,2024-12-27,20.4,2.8,3.2,2.4,2.9,4.3,2.5,1.3,3.5,3.1,1.5,3.2,2.0,0,2.8,0.4,0.204,107,0,3
RESP000225,EMP00263,1,2024-12-27,31.2,5.4,4.1,5.0,4.7,3.6,4.5,4.3,2.8,5.0,4.9,2.8,4.0,0,3.8,-0.2,0.312,85,0,0
RESP000226,EMP00264,1,2024-12-27,53.9,7.0,5.7,6.6,5.4,5.3,6.1,5.7,5.4,5.5,6.3,5.2,5.7,0,5.8,0.9,0.539,46,0,5
RESP000227,EMP00265,1,2024-12-27,34.5,4.5,4.9,3.9,3.7,3.6,3.6,4.4,4.6,4.9,4.0,3.0,4.6,0,4.1,0.2,0.345,41,0,0
RESP000228,EMP00266,1,2024-12-27,41.7,4.4,4.3,3.8,5.6,4.4,4.8,4.2,3.4,4.3,4.5,5.0,4.5,0,4.8,-0.7,0.417,13,0,8
RESP000229,EMP00267,1,2024-12-27,40.5,5.1,4.4,5.2,3.9,4.1,4.7,5.1,3.1,4.2,6.1,5.0,5.9,0,4.6,-0.6,0.405,29,1,12
RESP000230,EMP00268,1,2024-12-27,12.3,3.0,4.1,1.0,2.5,2.1,2.3,1.2,1.9,1.0,2.9,2.4,2.7,0,2.1,1.3,0.123,31,0,0
RESP000231,EMP00269,1,2024-12-27,11.3,2.0,2.7,2.7,2.9,1.0,2.9,1.5,1.0,1.8,1.3,1.9,1.0,0,2.0,-0.1,0.113,27,0,12
RESP000232,EMP00270,1,2024-12-27,41.4,4.9,4.5,6.0,5.1,5.9,5.6,4.4,5.3,5.4,5.5,5.1,3.7,0,4.7,-0.0,0.414,42,1,8
RESP000233,EMP00271,1,2024-12-27,49.9,5.4,6.0,6.6,6.0,6.5,4.7,4.3,3.8,6.5,5.0,5.7,5.0,0,5.5,-1.7,0.499,45,1,15
RESP000234,EMP00272,1,2024-12-27,35.4,3.0,4.3,3.8,4.3,3.9,4.4,4.4,5.0,5.7,3.5,4.5,4.1,0,4.2,0.3,0.354,73,1,15
RESP000235,EMP00273,1,2024-12-27,58.8,5.6,5.7,7.0,6.3,7.4,4.8,3.9,7.0,6.5,6.3,5.2,4.9,0,6.3,-0.6,0.588,49,1,8
RESP000236,EMP00274,1,2024-12-27,32.1,4.5,3.6,4.2,3.4,3.4,4.2,4.3,4.1,3.4,3.7,5.2,2.8,0,3.9,1.9,0.321,42,0,5
RESP000237,EMP00275,1,2024-12-27,49.3,3.8,6.5,7.1,6.3,4.0,6.0,6.8,6.7,4.3,6.2,6.9,5.5,0,5.4,-1.5,0.493,63,0,15
RESP000238,EMP00276,1,2024-12-27,45.7,4.5,5.4,5.8,3.8,6.1,5.0,5.0,5.5,4.5,4.2,3.7,6.1,0,5.1,-0.4,0.457,55,0,6
RESP000239,EMP00277,1,2024-12-27,47.7,5.1,5.5,5.1,4.9,5.9,5.6,5.7,7.3,5.5,5.8,5.4,5.1,0,5.3,0.4,0.477,30,0,10
RESP000240,EMP00278,1,2024-12-27,32.7,4.7,4.4,4.0,4.0,3.7,3.4,3.9,3.0,3.7,5.9,3.6,4.3,0,3.9,1.9,0.327,20,0,4
RESP000241,EMP00279,1,2024-12-27,67.7,6.6,6.4,7.5,7.8,7.9,6.5,7.4,7.7,7.1,6.9,7.9,7.0,0,7.1,1.6,0.677,24,0,9
RESP000242,EMP00280,1,2024-12-27,41.7,3.7,4.8,6.1,3.6,4.4,5.2,3.9,4.5,5.6,6.2,5.1,4.6,0,4.8,-0.5,0.417,66,0,14
RESP000243,EMP00281,1,2024-12-27,37.0,5.1,3.8,3.9,4.2,5.7,4.6,4.6,4.9,4.0,4.9,3.6,4.9,0,4.3,0.9,0.37,33,0,12
RESP000244,EMP00282,1,2024-12-27,29.8,2.9,2.6,4.6,3.1,2.0,4.3,4.9,4.4,2.7,3.8,3.4,3.0,0,3.7,0.1,0.298,38,0,4
RESP000245,EMP00283,1,2024-12-27,48.2,6.4,5.1,5.4,5.1,5.8,5.6,4.8,5.2,4.1,4.1,4.4,5.1,0,5.3,0.6,0.482,23,0,9
RESP000246,EMP00284,1,2024-12-27,44.0,6.2,5.0,5.6,4.5,6.7,5.6,4.1,6.2,5.5,5.1,5.5,5.9,0,5.0,-0.8,0.44,31,0,8
RESP000247,EMP00285,1,2024-12-27,44.3,4.7,4.5,5.2,5.1,6.6,5.8,4.1,5.4,6.0,4.8,4.9,4.7,0,5.0,0.5,0.443,47,0,13
RESP000248,EMP00286,1,2024-12-27,43.0,5.8,4.4,5.8,4.4,5.1,4.6,4.5,6.4,5.3,5.3,3.4,5.9,0,4.9,-1.0,0.43,39,0,5
RESP000249,EMP00287,1,2024-12-27,22.5,2.5,3.1,4.6,2.7,2.2,3.2,3.0,2.2,2.7,1.5,3.0,2.0,0,3.0,2.5,0.225,55,1,5
RESP000250,EMP00288,1,2024-12-27,42.9,5.3,4.1,6.1,6.5,3.7,5.3,4.2,5.4,5.1,6.4,6.2,3.7,0,4.9,0.8,0.429,61,1,14
RESP000251,EMP00289,1,2024-12-27,17.4,2.9,2.4,3.3,2.5,2.9,3.1,3.1,2.0,4.5,2.8,3.1,2.6,0,2.6,-1.1,0.174,62,0,4
RESP000252,EMP00290,1,2024-12-27,33.5,4.2,4.0,4.1,5.9,4.0,5.2,5.0,4.2,3.7,4.2,5.3,5.4,0,4.0,1.4,0.335,47,0,3
RESP000253,EMP00291,1,2024-12-27,70.8,7.7,6.5,6.8,7.4,8.7,6.6,7.4,8.3,8.0,9.1,7.4,7.0,1,7.4,-1.1,0.708,31,1,8
RESP000254,EMP00292,1,2024-12-27,38.1,6.5,3.8,4.4,3.8,4.2,5.1,4.9,5.1,5.5,5.3,3.6,4.0,0,4.4,0.1,0.381,62,1,16
RESP000255,EMP00293,1,2024-12-27,48.6,5.4,4.7,6.2,6.1,4.4,5.1,4.1,4.5,4.9,5.2,5.7,5.9,0,5.4,1.4,0.486,93,1,10
RESP000256,EMP00294,1,2024-12-27,15.0,2.6,2.2,1.0,3.5,3.5,1.7,2.8,1.8,2.3,1.9,1.9,2.5,0,2.4,-1.8,0.15,28,0,1
RESP000257,EMP00295,1,2024-12-27,32.8,3.8,3.3,4.5,4.1,3.4,4.6,3.5,3.3,4.4,2.9,5.4,5.2,0,4.0,0.5,0.328,27,0,14
RESP000258,EMP00296,1,2024-12-27,32.5,4.2,4.1,3.3,3.4,3.3,4.6,4.6,2.8,3.7,3.4,3.7,5.8,0,3.9,1.2,0.325,60,1,1
RESP000259,EMP00297,1,2024-12-27,33.8,3.6,3.3,3.3,4.1,2.8,3.9,2.9,4.6,3.9,2.8,5.3,3.7,0,4.0,0.5,0.338,95,0,13
RESP000260,EMP00298,1,2024-12-27,36.8,5.2,4.3,4.8,4.4,3.6,3.9,3.8,3.3,4.0,4.1,4.6,4.2,0,4.3,1.1,0.368,70,1,4
RESP000261,EMP00300,1,2024-12-27,25.9,4.4,2.4,2.9,4.3,3.4,1.3,3.5,2.5,4.0,1.6,2.8,3.3,0,3.3,-0.8,0.259,31,1,0
RESP000262,EMP00301,1,2024-12-27,56.3,6.3,6.3,5.3,4.0,5.6,5.3,5.6,5.4,6.2,6.8,6.9,6.7,0,6.1,-0.9,0.563,41,1,17
RESP000263,EMP00302,1,2024-12-27,28.2,3.8,3.9,4.4,5.3,3.7,2.2,3.8,3.4,4.0,4.2,3.5,3.9,0,3.5,0.1,0.282,101,0,3
RESP000264,EMP00303,1,2024-12-27,30.0,4.4,3.0,4.7,4.2,4.9,3.6,3.0,4.1,4.4,4.4,4.6,4.5,0,3.7,0.5,0.3,57,1,8
RESP000265,EMP00304,1,2024-12-27,22.1,1.6,2.1,3.7,2.6,3.1,4.2,3.9,1.2,3.6,3.0,2.5,2.7,0,3.0,-0.3,0.221,15,0,9
RESP000266,EMP00305,1,2024-12-27,7.8,1.9,1.9,1.0,1.0,2.5,1.8,1.3,2.2,3.4,1.9,1.9,1.7,0,1.7,-0.4,0.078,63,0,9
RESP000267,EMP00306,1,2024-12-27,45.0,4.0,4.0,6.5,5.0,5.4,4.4,5.5,6.6,5.2,5.6,6.0,6.4,0,5.1,-0.7,0.45,51,0,15
RESP000268,EMP00307,1,2024-12-27,52.2,5.4,5.2,5.6,6.3,6.4,5.0,4.9,5.5,6.4,4.8,6.5,4.4,0,5.7,-0.2,0.522,14,0,9
RESP000269,EMP00308,1,2024-12-27,19.3,2.3,3.1,1.8,2.6,2.7,2.3,2.3,2.2,2.1,1.9,2.4,2.2,0,2.7,-1.1,0.193,61,0,10
RESP000270,EMP00309,1,2024-12-27,41.4,4.8,4.2,5.4,6.1,5.0,4.3,5.0,3.6,4.3,4.1,4.6,6.0,0,4.7,2.2,0.414,68,1,7
RESP000271,EMP00310,1,2024-12-27,47.1,6.4,6.2,5.4,5.2,4.6,5.0,4.6,5.2,5.2,4.5,7.4,5.5,0,5.2,1.3,0.471,77,1,6
RESP000272,EMP00311,1,2024-12-27,13.7,1.0,1.4,2.8,2.2,4.4,2.6,3.0,1.5,2.2,3.0,1.6,1.7,0,2.2,1.4,0.137,83,0,0
RESP000273,EMP00314,1,2024-12-27,44.7,6.0,5.0,6.9,5.8,3.4,5.3,5.7,6.2,5.4,4.8,5.2,4.5,0,5.0,-2.0,0.447,34,1,6
RESP000274,EMP00315,1,2024-12-27,50.2,5.4,5.9,6.2,5.6,5.3,6.8,4.2,5.6,4.1,4.1,5.5,5.1,0,5.5,2.1,0.502,34,1,4
RESP000275,EMP00316,1,2024-12-27,29.3,2.5,3.9,5.3,2.9,4.5,3.5,2.8,3.2,4.2,4.6,3.9,4.0,0,3.6,-1.2,0.293,59,1,0
RESP000276,EMP00317,1,2024-12-27,58.4,5.5,6.6,7.8,7.1,4.7,6.3,6.3,7.4,6.6,7.4,6.7,6.2,0,6.3,0.2,0.584,90,0,8
RESP000277,EMP00318,1,2024-12-27,28.8,4.4,2.9,4.3,3.2,2.2,4.0,3.7,2.1,3.0,2.1,4.2,4.7,0,3.6,0.8,0.288,69,0,5
RESP000278,EMP00320,1,2024-12-27,43.7,5.7,5.9,4.5,3.8,5.2,4.8,5.2,5.6,3.4,4.4,4.2,5.9,0,4.9,-0.2,0.437,28,1,8
RESP000279,EMP00322,1,2024-12-27,52.8,7.2,5.4,5.7,5.3,4.0,6.6,7.7,5.4,5.1,5.5,5.8,4.8,0,5.7,-0.5,0.528,70,1,12
RESP000280,EMP00324,1,2024-12-27,29.6,3.2,3.9,2.6,2.7,3.4,4.1,3.4,4.6,2.9,1.7,3.6,5.0,0,3.7,0.0,0.296,14,0,0
RESP000281,EMP00325,1,2024-12-27,54.2,5.2,7.1,7.0,5.6,5.3,7.0,6.4,5.3,4.9,6.7,5.0,5.8,0,5.9,0.7,0.542,52,0,14
RESP000282,EMP00326,1,2024-12-27,12.5,2.3,1.1,1.1,2.4,1.2,3.0,2.7,1.6,1.9,1.2,2.5,3.4,0,2.1,-1.2,0.125,44,0,0
RESP000283,EMP00328,1,2024-12-27,14.5,2.8,2.0,1.7,4.0,1.0,3.3,1.0,1.9,1.0,1.6,1.9,1.7,0,2.3,0.3,0.145,65,0,10
RESP000284,EMP00329,1,2024-12-27,31.8,4.6,5.9,5.0,5.2,4.6,4.8,3.5,3.8,3.7,3.3,4.0,3.4,0,3.9,0.1,0.318,14,1,3
RESP000285,EMP00330,1,2024-12-27,69.4,7.4,8.3,7.3,7.0,7.8,7.1,6.1,7.7,6.5,7.2,5.5,6.7,0,7.2,-0.1,0.694,55,0,22
RESP000286,EMP00331,1,2024-12-27,57.7,6.6,7.2,6.3,6.9,5.6,6.7,5.6,5.9,6.2,7.5,6.7,5.6,0,6.2,0.2,0.577,95,1,6
RESP000287,EMP00332,1,2024-12-27,37.0,5.5,5.3,4.1,3.8,4.8,4.4,3.6,4.1,3.2,5.3,2.9,2.9,0,4.3,0.4,0.37,16,1,4
RESP000288,EMP00334,1,2024-12-27,39.4,5.1,4.4,6.2,4.5,5.6,4.8,6.2,5.4,4.6,5.0,4.3,4.3,0,4.5,-1.3,0.394,23,0,4
RESP000289,EMP00335,1,2024-12-27,21.0,2.8,3.2,2.0,3.2,3.7,3.9,2.7,3.4,2.0,2.3,2.0,2.9,0,2.9,-0.9,0.21,13,0,10
RESP000290,EMP00336,1,2024-12-27,32.0,4.7,3.5,3.4,4.8,4.1,5.4,3.5,3.5,4.7,4.7,4.0,6.6,0,3.9,-0.3,0.32,16,1,1
RESP000291,EMP00337,1,2024-12-27,41.1,5.9,4.6,5.8,5.0,5.9,5.0,5.0,5.3,4.2,4.3,5.0,6.3,0,4.7,-1.5,0.411,34,0,8
RESP000292,EMP00338,1,2024-12-27,33.2,4.5,3.7,4.7,4.3,4.3,3.6,4.8,4.6,2.6,3.8,3.1,3.0,0,4.0,0.5,0.332,30,0,8
RESP000293,EMP00339,1,2024-12-27,43.5,6.7,4.8,4.2,4.5,5.7,4.3,3.7,4.3,4.5,4.0,5.1,4.9,0,4.9,0.8,0.435,30,1,3
RESP000294,EMP00340,1,2024-12-27,35.2,2.9,5.6,4.5,3.5,4.0,2.2,5.3,5.2,4.3,4.4,3.2,3.2,0,4.2,-1.7,0.352,36,1,8
