employee_id,age,tenure_months,department,seniority,intrinsic_motivation,learning_orientation,social_connection
EMP01849,37,23,Sales,IC2,0.783,0.566,0.689
EMP01850,39,7,HR,IC1,0.439,0.525,0.609
EMP01851,41,12,Customer Success,IC1,0.968,0.447,0.358
EMP01852,22,54,HR,Manager,0.398,0.633,0.324
EMP01853,42,13,Engineering,IC3,0.735,0.884,0.434
EMP01854,33,10,Customer Success,IC3,0.468,0.752,0.611
EMP01855,22,13,Data,IC1,0.864,0.504,0.579
EMP01856,22,22,Finance,IC1,0.417,0.493,0.546
EMP01857,37,25,Operations,Manager,0.507,0.512,0.555
EMP01858,25,35,Engineering,IC4,0.401,0.719,0.57
EMP01859,22,11,Product,Manager,0.732,0.342,0.594
EMP01860,22,48,Finance,Director,0.886,0.429,0.473
EMP01861,36,2,Customer Success,IC1,0.657,0.747,0.627
EMP01862,23,7,Legal,Senior Manager,0.633,0.622,0.565
EMP01863,27,31,Sales,IC1,0.77,0.466,0.54
EMP01864,23,12,Engineering,IC1,0.672,0.757,0.673
EMP01865,28,19,Sales,IC4,0.461,0.178,0.621
EMP01866,24,16,Data,IC4,0.792,0.71,0.477
EMP01867,23,17,HR,IC3,0.536,0.869,0.729
EMP01868,32,28,Engineering,IC1,0.421,0.632,0.495
EMP01869,42,24,Sales,IC1,0.302,0.673,0.832
EMP01870,22,4,Product,IC2,0.56,0.659,0.505
EMP01871,28,26,Marketing,IC2,0.513,0.552,0.775
EMP01872,30,10,Customer Success,IC4,0.807,0.756,0.332
EMP01873,33,21,Customer Success,IC4,0.674,0.735,0.827
EMP01874,30,25,Finance,IC4,0.606,0.605,0.431
EMP01875,23,17,Data,IC2,0.441,0.485,0.323
EMP01876,32,2,Engineering,IC2,0.711,0.528,0.671
EMP01877,22,8,Data,IC1,0.913,0.81,0.572
EMP01878,29,7,Sales,IC2,0.632,0.733,0.79
EMP01879,34,37,HR,IC4,0.575,0.64,0.377
EMP01880,30,12,Customer Success,IC3,0.683,0.869,0.548
EMP01881,35,28,Customer Success,IC2,0.892,0.677,0.896
EMP01882,37,11,HR,IC1,0.395,0.624,0.397
EMP01883,29,43,Product,IC1,0.871,0.691,0.613
EMP01884,29,30,Data,IC1,0.631,0.661,0.75
EMP01885,31,20,Sales,IC1,0.671,0.812,0.46
EMP01886,23,7,Legal,IC2,0.23,0.855,0.738
EMP01887,32,37,Customer Success,IC4,0.793,0.702,0.597
EMP01888,34,11,Finance,IC1,0.493,0.522,0.324
EMP01889,40,31,Customer Success,IC2,0.537,0.41,0.803
EMP01890,34,33,Operations,IC1,0.914,0.916,0.734
EMP01891,23,9,Marketing,IC3,0.421,0.325,0.181
EMP01892,27,49,Product,IC2,0.598,0.81,0.693
EMP01893,22,45,Engineering,IC1,0.651,0.616,0.574
EMP01894,38,34,Sales,IC2,0.857,0.632,0.314
EMP01895,43,29,HR,IC1,0.596,0.796,0.621
EMP01896,39,17,Legal,IC2,0.76,0.798,0.288
EMP01897,29,37,Finance,IC2,0.884,0.518,0.442
EMP01898,39,28,Legal,IC3,0.694,0.744,0.377
EMP01899,36,12,Product,IC1,0.723,0.501,0.49
EMP01900,42,12,Operations,Manager,0.445,0.824,0.406
EMP01901,30,17,Operations,IC1,0.717,0.531,0.575
EMP01902,28,18,HR,IC1,0.611,0.822,0.389
EMP01903,36,36,Marketing,IC2,0.539,0.705,0.479
EMP01904,22,4,Data,Manager,0.616,0.412,0.436
EMP01905,28,13,Operations,IC1,0.655,0.848,0.773
EMP01906,38,18,HR,IC1,0.655,0.923,0.789
EMP01907,35,11,Marketing,IC3,0.916,0.478,0.314
EMP01908,28,30,Product,IC1,0.348,0.559,0.362
EMP01909,29,11,Sales,Senior Manager,0.671,0.442,0.63
EMP01910,33,7,Product,IC3,0.736,0.863,0.54
EMP01911,25,8,HR,Manager,0.801,0.833,0.401
EMP01912,38,9,Sales,IC3,0.641,0.717,0.597
EMP01913,28,26,HR,IC1,0.297,0.329,0.596
EMP01914,25,26,Product,IC4,0.849,0.647,0.327
EMP01915,39,9,Customer Success,IC2,0.574,0.798,0.604
EMP01916,31,51,Customer Success,IC2,0.8,0.646,0.56
EMP01917,31,30,Product,IC2,0.661,0.661,0.458
EMP01918,26,3,Legal,IC4,0.716,0.837,0.677
EMP01919,44,19,Legal,IC3,0.714,0.769,0.311
EMP01920,38,16,Operations,IC2,0.219,0.826,0.516
EMP01921,28,14,Operations,IC1,0.734,0.511,0.449
EMP01922,31,48,Sales,Manager,0.381,0.316,0.447
EMP01923,22,15,Sales,IC1,0.637,0.551,0.357
EMP01924,22,23,Customer Success,IC1,0.619,0.629,0.56
EMP01925,26,20,Legal,IC3,0.352,0.489,0.539
EMP01926,36,11,Marketing,IC2,0.719,0.605,0.576
EMP01927,36,16,Product,IC3,0.795,0.483,0.734
EMP01928,26,9,Marketing,IC3,0.554,0.396,0.435
EMP01929,40,13,Sales,IC2,0.638,0.567,0.788
EMP01930,30,63,Marketing,IC2,0.951,0.466,0.544
EMP01931,42,30,HR,IC1,0.907,0.487,0.365
EMP01932,23,7,Engineering,Manager,0.802,0.667,0.561
EMP01933,22,34,Customer Success,IC1,0.543,0.857,0.63
EMP01934,33,11,Legal,Senior Manager,0.567,0.721,0.48
EMP01935,28,9,Data,IC4,0.71,0.748,0.526
EMP01936,27,8,Customer Success,Director,0.604,0.645,0.767
EMP01937,36,9,HR,Director,0.785,0.417,0.637
EMP01938,38,21,Legal,Manager,0.518,0.659,0.228
EMP01939,22,37,Sales,IC1,0.607,0.506,0.739
EMP01940,37,16,Data,IC1,0.779,0.509,0.597
EMP01941,22,7,Product,IC1,0.848,0.693,0.874
EMP01942,27,34,Product,IC2,0.587,0.52,0.794
EMP01943,33,10,Operations,IC3,0.805,0.773,0.432
EMP01944,41,31,Finance,IC4,0.625,0.806,0.426
EMP01945,36,16,HR,IC3,0.845,0.291,0.448
EMP01946,28,22,Legal,IC3,0.65,0.413,0.813
EMP01947,29,41,Finance,IC1,0.761,0.824,0.737
EMP01948,22,32,Finance,IC2,0.35,0.774,0.494
EMP01949,30,24,Data,IC1,0.682,0.885,0.454
EMP01950,28,31,Product,IC4,0.733,0.425,0.265
EMP01951,32,39,Sales,IC2,0.806,0.67,0.652
EMP01952,25,21,Customer Success,IC1,0.723,0.835,0.451
EMP01953,27,56,Product,IC3,0.8,0.741,0.32
EMP01954,31,18,HR,IC1,0.76,0.709,0.384
EMP01955,40,46,HR,IC1,0.818,0.546,0.778
EMP01956,42,23,Legal,IC2,0.415,0.696,0.64
EMP01957,28,6,Customer Success,Senior Manager,0.461,0.82,0.614
EMP01958,29,10,Sales,IC1,0.69,0.628,0.432
EMP01959,40,19,Legal,IC2,0.73,0.369,0.52
EMP01960,39,7,Data,IC2,0.526,0.765,0.569
EMP01961,32,26,Sales,Senior Manager,0.609,0.774,0.444
EMP01962,26,38,Sales,IC4,0.817,0.645,0.489
EMP01963,29,27,Finance,IC2,0.585,0.531,0.472
EMP01964,22,42,Legal,Senior Manager,0.606,0.805,0.681
EMP01965,22,24,Engineering,Senior Manager,0.56,0.655,0.64
EMP01966,37,14,Product,Senior Manager,0.792,0.79,0.751
EMP01967,32,8,Legal,IC3,0.703,0.744,0.619
EMP01968,22,24,Sales,IC1,0.588,0.62,0.443
EMP01969,48,28,Operations,IC4,0.801,0.83,0.641
EMP01970,28,28,Sales,IC1,0.805,0.468,0.301
EMP01971,51,41,Sales,IC3,0.689,0.611,0.788
EMP01972,33,41,Customer Success,Manager,0.497,0.817,0.524
EMP01973,25,9,Marketing,IC1,0.469,0.802,0.767
EMP01974,34,19,Customer Success,IC3,0.626,0.629,0.472
EMP01975,46,20,Legal,IC2,0.702,0.562,0.513
EMP01976,22,23,Operations,IC3,0.615,0.421,0.54
EMP01977,34,19,Product,Manager,0.859,0.901,0.278
EMP01978,36,13,Operations,Manager,0.482,0.564,0.512
EMP01979,37,19,Marketing,IC1,0.442,0.744,0.489
EMP01980,28,22,Legal,Manager,0.513,0.491,0.821
EMP01981,22,20,Operations,Manager,0.577,0.301,0.827
EMP01982,33,36,Sales,IC2,0.768,0.633,0.179
EMP01983,34,18,Operations,IC1,0.831,0.727,0.464
EMP01984,33,19,Data,Director,0.813,0.579,0.585
EMP01985,44,24,Legal,IC1,0.33,0.52,0.263
EMP01986,38,23,Product,Senior Manager,0.819,0.845,0.409
EMP01987,48,54,Legal,Manager,0.864,0.617,0.378
EMP01988,39,52,Sales,IC1,0.797,0.706,0.387
EMP01989,36,11,Data,IC1,0.543,0.659,0.626
EMP01990,31,9,Data,Senior Manager,0.681,0.348,0.226
EMP01991,22,5,Sales,IC3,0.66,0.82,0.618
EMP01992,43,18,Sales,IC1,0.304,0.742,0.616
EMP01993,39,26,Data,IC2,0.816,0.596,0.313
EMP01994,22,21,Data,IC2,0.587,0.786,0.678
EMP01995,22,20,Customer Success,IC2,0.672,0.696,0.493
EMP01996,37,26,Data,IC4,0.757,0.567,0.441
EMP01997,28,80,Engineering,IC2,0.673,0.47,0.097
EMP01998,25,11,Engineering,IC1,0.638,0.537,0.855
EMP01999,30,28,Product,IC2,0.678,0.844,0.329
EMP02000,27,28,Engineering,IC1,0.638,0.709,0.518
