employee_id,age,gender,department,role,tenure_years,salary,avg_hours_per_week,overtime_hours_per_month,remote_work_type,manager_support_score,team_size,performance_rating,goals_completed_pct,sick_leave_days,vacation_days_taken,job_satisfaction,workload_stress,work_life_balance,career_growth_satisfaction,months_since_last_promotion,training_hours_last_year,burnout_score,burnout_high_risk
EMP00149,39,Male,Engineering,Senior Dev,6.75,68705,40.9,2.0,Full Remote,6.3,5,4.93,69.6,1,13.8,5.97,4.14,5.47,4.02,39.5,8.1,0.5747,0
EMP00150,37,Female,Sales,Senior,8.28,86945,36.5,8.5,Hybrid,8.91,8,3.07,67.2,4,14.5,5.03,4.45,6.25,8.57,60.9,8.7,0.2133,0
EMP00151,37,Female,Sales,Director,2.89,76091,45.8,27.8,Hybrid,8.69,10,4.11,78.0,5,13.0,4.14,2.61,6.05,4.78,15.5,1.6,0.5433,0
EMP00152,37,Male,Sales,Senior,0.16,71679,39.3,8.6,Hybrid,9.21,8,3.03,85.3,5,14.3,7.92,6.39,3.47,6.67,17.0,6.2,0.4122,0
EMP00153,29,Male,Operations,Manager,4.05,66089,52.9,2.2,Full Remote,6.95,7,4.43,75.9,5,19.2,5.76,4.81,5.95,7.48,6.9,10.1,0.469,0
EMP00154,36,Female,Marketing,Associate,0.35,76939,47.4,6.6,On-site,8.52,7,2.8,87.0,4,18.4,8.97,3.98,6.63,4.76,2.8,6.9,0.2388,0
EMP00155,37,Female,Customer Support,Analyst,3.32,80551,40.4,9.8,Hybrid,9.4,10,3.69,78.0,3,10.6,2.5,3.29,8.05,5.58,8.1,22.1,0.3567,0
EMP00156,29,Male,Sales,Associate,4.53,50271,51.8,9.3,Hybrid,5.7,7,3.92,52.2,7,8.2,7.34,3.85,5.77,6.64,55.3,1.1,0.4703,0
EMP00157,49,Male,Sales,Senior,3.88,66263,45.1,17.5,Full Remote,7.02,13,4.12,74.4,3,21.8,7.92,4.56,5.42,5.47,37.5,6.5,0.4909,0
EMP00158,38,Male,Operations,Analyst,9.1,48620,45.2,1.1,Full Remote,9.94,9,2.68,74.5,4,11.2,5.62,3.75,8.16,5.48,62.7,6.6,0.2562,0
EMP00159,25,Other,Marketing,Associate,4.02,74003,35.0,23.9,On-site,7.66,9,3.87,44.9,1,9.8,8.13,5.89,7.93,4.82,4.9,12.5,0.405,0
EMP00160,40,Male,Marketing,Senior,3.54,60191,44.4,4.2,Full Remote,7.67,6,3.67,85.4,3,17.5,6.07,5.86,5.17,7.26,0.4,4.7,0.3467,0
EMP00161,27,Male,Engineering,Senior Dev,0.91,94269,47.6,4.4,Full Remote,7.2,12,2.59,77.3,2,14.9,6.67,4.65,5.93,4.79,6.3,2.6,0.4293,0
EMP00162,41,Male,Sales,Associate,7.76,91818,55.7,4.1,Hybrid,9.31,7,4.43,83.4,4,18.0,5.43,4.22,5.11,5.56,4.3,2.4,0.4546,0
EMP00163,44,Male,Sales,Associate,0.59,51931,39.0,25.5,Hybrid,8.26,7,4.79,86.9,3,13.4,7.36,4.17,6.17,6.19,0.3,2.7,0.5481,0
EMP00164,28,Female,Customer Support,Manager,7.06,74942,63.2,5.8,Hybrid,5.4,5,3.55,30.0,7,18.6,7.68,3.09,5.5,6.64,32.6,1.5,0.441,0
EMP00165,42,Male,Sales,Associate,1.12,90962,49.5,5.2,Hybrid,8.46,11,3.39,61.9,2,9.6,7.12,4.64,7.03,6.92,21.5,8.0,0.2924,0
EMP00166,38,Male,Operations,Senior Analyst,0.42,70617,35.0,0.1,Hybrid,9.39,10,3.21,92.1,4,8.5,5.78,1.77,6.07,6.05,17.4,2.6,0.2597,0
EMP00167,41,Male,Finance,Senior Analyst,5.26,56794,38.2,16.5,Hybrid,9.66,6,5.0,59.8,1,6.4,7.14,4.44,6.86,5.65,32.5,6.3,0.3801,0
EMP00168,50,Male,Sales,Senior,0.1,47689,56.4,23.0,On-site,8.95,8,4.25,68.5,7,22.2,6.73,3.0,4.33,4.94,41.1,5.1,0.4535,0
EMP00169,33,Male,Marketing,Associate,5.35,96356,54.9,3.0,Hybrid,5.77,13,2.93,85.8,7,7.0,6.05,4.17,5.05,3.34,14.2,5.9,0.4608,0
EMP00170,28,Female,Operations,Analyst,0.91,97567,45.1,27.1,Hybrid,8.74,12,2.23,57.7,4,9.4,8.75,4.14,6.25,3.7,11.9,2.9,0.3679,0
EMP00171,27,Female,Operations,Senior Analyst,6.48,69801,46.2,21.8,Full Remote,7.11,5,3.16,61.2,3,13.8,6.37,3.65,5.37,8.07,25.3,8.8,0.3287,0
EMP00172,28,Female,Engineering,Senior Dev,3.53,94153,35.7,2.8,On-site,3.45,5,3.16,72.9,4,15.0,5.55,3.85,4.66,7.44,57.3,3.6,0.4703,0
EMP00173,34,Female,Sales,Associate,3.29,40000,55.6,12.8,Full Remote,8.09,8,3.7,55.3,3,19.2,6.66,7.55,8.75,5.57,52.6,9.1,0.2989,0
EMP00174,37,Female,Sales,Associate,1.36,108188,37.1,12.0,Hybrid,4.37,7,3.54,77.0,4,8.0,5.75,5.9,8.27,3.87,26.8,5.6,0.4827,0
EMP00175,37,Male,Engineering,Tech Lead,0.18,71076,51.8,5.1,Hybrid,7.35,5,4.42,79.1,2,0.9,4.35,6.16,4.67,7.02,29.4,9.6,0.5006,0
EMP00176,41,Female,HR,Analyst,5.32,78544,55.8,16.0,Hybrid,8.57,9,1.33,68.0,3,14.6,6.78,4.05,6.67,8.77,17.0,2.9,0.3235,0
EMP00177,35,Female,Operations,Senior Analyst,0.56,66987,45.4,17.5,Hybrid,7.38,7,3.93,70.9,0,23.6,9.02,2.43,6.71,8.16,35.8,6.5,0.1344,0
EMP00178,46,Female,Sales,Senior,1.4,109892,52.7,24.9,Hybrid,6.83,2,4.22,82.1,7,12.9,7.23,3.36,4.01,4.29,35.6,6.7,0.5348,0
EMP00179,32,Female,Finance,Manager,2.75,48481,59.8,4.6,Full Remote,4.35,16,2.06,65.9,5,10.9,7.24,4.11,4.54,5.53,37.1,5.5,0.6413,0
EMP00180,56,Male,HR,Senior Analyst,1.97,111861,47.1,11.3,Hybrid,8.88,6,2.81,63.5,2,20.5,2.33,4.22,4.3,6.47,11.1,6.9,0.5103,0
EMP00181,40,Female,Sales,Senior,0.66,84906,43.6,6.3,On-site,7.65,6,3.11,72.3,5,13.8,7.72,6.4,7.26,2.61,2.5,8.6,0.4391,0
EMP00182,28,Female,Engineering,Manager,0.45,90566,44.5,0.9,Full Remote,7.9,9,3.91,67.0,3,7.4,6.25,7.93,5.51,4.85,111.8,24.1,0.4615,0
EMP00183,26,Other,Finance,Senior Analyst,0.39,66769,39.1,14.6,Full Remote,5.57,7,3.17,58.1,0,3.9,7.05,7.29,6.03,6.27,25.4,6.0,0.771,1
EMP00184,38,Male,Operations,Analyst,5.96,42294,38.9,9.6,Hybrid,5.02,4,3.47,67.6,3,0.4,3.35,4.0,4.41,4.52,33.4,5.4,0.6954,0
EMP00185,33,Male,Finance,Analyst,0.1,98262,48.5,3.2,On-site,8.95,5,2.87,50.6,4,7.3,7.69,6.77,5.66,6.17,14.2,3.7,0.4771,0
EMP00186,40,Male,Engineering,Tech Lead,11.32,82785,43.7,11.2,Full Remote,7.56,11,3.55,81.5,8,14.0,7.33,3.57,2.29,4.46,6.1,11.5,0.2928,0
EMP00187,38,Female,Engineering,Tech Lead,0.66,109040,47.6,3.9,Full Remote,7.52,8,2.99,85.1,4,13.2,5.52,6.09,6.08,6.16,39.0,9.9,0.4636,0
EMP00188,34,Male,Engineering,Senior Dev,0.35,70155,35.0,11.1,Hybrid,6.47,7,2.8,78.2,4,3.5,8.72,4.06,6.5,6.28,27.0,5.9,0.2745,0
EMP00189,28,Male,HR,Senior Analyst,2.58,64519,44.3,1.8,Full Remote,7.11,6,3.61,89.1,6,13.4,5.54,3.2,7.24,4.56,23.1,1.9,0.3966,0
EMP00190,22,Other,Operations,Senior Analyst,0.25,109702,53.2,3.2,Hybrid,6.82,10,4.19,74.8,4,10.4,8.15,7.54,6.68,7.7,10.4,4.8,0.4474,0
EMP00191,31,Male,Engineering,Senior Dev,2.77,122797,36.0,5.6,On-site,8.82,12,3.71,86.0,6,24.6,9.19,5.74,5.17,4.06,26.3,14.8,0.3601,0
EMP00192,41,Female,Operations,Senior Analyst,5.7,75233,45.1,12.3,Full Remote,8.91,7,3.32,75.6,4,9.2,7.57,3.38,8.27,4.54,15.1,2.4,0.1333,0
EMP00193,36,Male,Marketing,Associate,0.15,56181,35.0,7.9,Hybrid,6.4,5,4.31,88.8,7,1.5,7.38,3.06,7.29,6.65,10.7,11.7,0.2901,0
EMP00194,25,Female,Finance,Manager,4.83,95263,35.0,18.5,Hybrid,8.36,5,3.13,55.3,4,19.2,5.96,5.4,3.07,5.57,26.8,1.9,0.4605,0
EMP00195,36,Female,Customer Support,Senior Analyst,1.5,68649,51.5,21.4,On-site,8.02,7,3.44,69.5,3,15.2,8.38,4.03,6.89,5.76,28.8,9.1,0.5798,0
EMP00196,38,Female,Engineering,Senior Dev,0.52,89981,42.5,11.3,On-site,7.68,8,4.44,92.1,6,19.2,6.66,5.25,4.71,8.32,0.9,6.2,0.321,0
EMP00197,27,Female,Customer Support,Analyst,0.58,68518,59.6,10.4,Hybrid,6.29,13,3.16,89.4,2,10.1,6.09,2.53,7.24,5.82,17.6,7.1,0.3784,0
EMP00198,36,Male,Engineering,Junior Dev,7.53,114100,48.5,1.9,Hybrid,5.49,5,3.07,63.9,2,22.9,7.0,4.31,7.33,4.67,32.6,2.6,0.6018,0
EMP00199,35,Male,Sales,Senior,0.35,57512,49.2,22.0,Hybrid,5.71,7,4.09,62.4,3,13.8,7.08,8.4,2.75,4.06,7.6,2.4,0.6596,0
EMP00200,25,Male,Operations,Senior Analyst,6.05,87013,36.4,1.6,Full Remote,5.35,13,2.7,50.4,4,8.6,7.48,3.5,4.2,7.2,23.0,7.3,0.4886,0
EMP00201,37,Female,Customer Support,Senior Analyst,2.36,62782,41.9,25.3,Full Remote,9.39,4,4.46,61.6,10,14.4,7.78,3.73,7.58,5.54,2.5,7.8,0.2189,0
EMP00202,39,Female,Marketing,Senior,0.12,67962,39.1,2.3,On-site,9.63,6,1.95,63.2,2,7.1,5.84,3.14,7.55,5.22,20.3,9.2,0.2526,0
EMP00203,43,Male,HR,Senior Analyst,1.87,64698,36.5,6.6,Hybrid,6.94,11,3.56,48.9,2,8.8,5.64,3.98,8.03,6.7,14.8,2.8,0.2821,0
EMP00204,43,Female,Finance,Manager,5.1,93465,50.3,10.8,Full Remote,8.8,11,2.98,89.7,4,5.0,5.74,3.13,7.18,3.39,6.0,3.6,0.3439,0
EMP00205,23,Male,Operations,Analyst,3.89,97959,51.9,14.2,On-site,7.78,8,3.77,60.9,6,9.8,9.24,7.0,6.58,5.32,28.7,3.7,0.5641,0
EMP00206,27,Female,Engineering,Senior Dev,2.01,88943,48.2,5.7,Hybrid,8.8,10,4.67,90.6,4,16.2,6.3,5.03,7.1,6.77,17.9,1.9,0.179,0
EMP00207,39,Other,Operations,Senior Analyst,5.9,72300,38.4,6.2,Full Remote,8.35,7,2.57,57.3,4,10.2,8.56,4.68,7.61,7.07,19.0,11.1,0.1989,0
EMP00208,39,Male,Marketing,Senior,0.38,78504,47.6,7.2,Full Remote,6.63,14,2.38,90.3,5,14.8,8.25,2.87,7.2,5.82,0.6,6.8,0.4369,0
EMP00209,39,Female,Marketing,Senior,7.22,97443,35.0,12.1,Full Remote,7.05,5,4.42,63.6,5,15.0,7.09,3.1,7.02,5.33,23.6,5.1,0.2167,0
EMP00210,65,Male,Sales,Senior,5.62,98232,55.6,8.3,On-site,8.99,4,3.32,72.9,4,13.9,4.53,4.94,2.77,2.98,0.5,2.5,0.5648,0
EMP00211,39,Female,Marketing,Director,3.7,40000,35.0,9.1,On-site,6.93,11,3.43,65.5,5,9.0,7.0,4.39,4.68,7.11,0.3,2.6,0.4402,0
EMP00212,44,Female,Customer Support,Analyst,5.11,68194,36.0,9.0,Full Remote,4.45,8,3.29,61.3,3,7.6,5.65,6.11,3.58,7.91,2.8,9.4,0.4465,0
EMP00213,42,Male,Marketing,Senior,2.35,69393,45.9,20.0,On-site,9.56,8,3.21,67.1,3,10.8,7.48,3.83,8.47,6.95,9.2,17.6,0.3632,0
EMP00214,40,Male,Customer Support,Analyst,3.37,91731,46.6,14.6,Hybrid,7.39,5,2.77,58.4,7,19.6,8.16,4.41,6.58,5.61,29.6,5.0,0.3846,0
EMP00215,32,Male,Engineering,Junior Dev,2.47,73330,44.4,8.7,Hybrid,7.92,7,3.31,68.2,5,18.3,5.66,5.08,5.13,2.81,3.6,4.6,0.5583,0
EMP00216,41,Female,Finance,Analyst,1.32,92979,36.1,23.6,Full Remote,7.59,8,2.83,77.7,8,15.6,4.8,2.93,4.35,5.48,82.4,14.9,0.4697,0
EMP00217,28,Female,Operations,Analyst,2.52,48033,54.1,1.4,Hybrid,8.08,10,4.3,81.4,4,7.3,8.33,6.22,3.63,7.71,25.8,4.5,0.4123,0
EMP00218,33,Male,Finance,Manager,0.89,81501,35.0,3.0,Full Remote,4.23,6,3.06,67.1,3,11.7,6.42,6.08,5.22,6.15,40.7,11.5,0.3505,0
EMP00219,31,Female,HR,Manager,1.74,97505,35.0,2.8,Full Remote,7.31,11,4.55,80.5,3,18.6,7.18,6.62,6.87,3.33,7.0,18.5,0.33,0
EMP00220,35,Female,Marketing,Associate,0.99,40000,44.1,16.8,Full Remote,9.51,7,4.04,73.6,1,12.1,7.16,6.16,7.41,3.4,23.1,7.0,0.5176,0
EMP00221,53,Male,Operations,Senior Analyst,0.39,137841,35.0,3.6,Full Remote,6.65,5,2.7,67.7,4,16.9,7.5,5.22,6.51,4.2,38.5,3.7,0.4984,0
EMP00222,22,Male,Operations,Senior Analyst,1.17,104772,54.8,14.5,On-site,9.11,13,2.65,80.2,5,7.3,8.41,5.59,4.54,5.73,17.8,5.6,0.4631,0
EMP00223,40,Female,Engineering,Tech Lead,5.73,75033,35.6,13.0,On-site,8.99,8,3.32,72.7,4,6.8,6.87,3.65,7.34,7.31,49.7,0.4,0.3719,0
EMP00224,22,Female,Operations,Senior Analyst,1.44,54289,57.5,15.8,On-site,4.67,7,2.91,47.0,6,7.2,6.31,2.11,6.58,7.7,17.4,6.9,0.5051,0
EMP00225,31,Male,Sales,Associate,4.14,70622,53.3,7.4,Full Remote,5.27,12,2.91,91.1,2,3.7,3.75,5.27,7.46,8.12,14.7,2.9,0.5465,0
EMP00226,43,Male,Sales,Manager,0.58,77095,54.9,6.5,Hybrid,6.08,14,4.17,73.7,4,7.7,5.81,8.57,4.62,5.54,5.6,8.2,0.6109,0
EMP00227,35,Male,Operations,Senior Analyst,1.66,86016,60.1,6.8,Hybrid,7.18,6,3.72,67.0,3,11.4,6.51,5.18,4.04,6.82,55.9,6.5,0.5797,0
EMP00228,26,Female,Sales,Senior,0.37,112516,45.6,16.3,Hybrid,4.4,10,4.48,36.4,5,12.0,5.56,7.44,6.82,6.76,25.6,6.3,0.5947,0
EMP00229,29,Male,Operations,Manager,0.45,63097,36.9,4.3,Full Remote,7.87,4,2.64,72.1,5,7.9,4.25,6.34,6.18,6.32,19.0,8.1,0.5334,0
EMP00230,40,Male,Sales,Director,2.88,89067,44.2,2.7,Hybrid,6.82,8,2.03,58.0,9,10.1,4.69,7.22,7.94,7.8,13.5,5.8,0.4615,0
EMP00231,29,Female,Engineering,Senior Dev,2.81,42689,40.5,7.2,Full Remote,7.12,5,2.92,70.9,7,3.8,7.02,3.84,4.63,4.84,17.6,10.7,0.4377,0
EMP00232,36,Female,Marketing,Senior,0.72,64659,39.3,5.1,On-site,5.53,6,4.36,61.4,6,17.4,8.29,5.1,6.43,5.78,47.1,0.6,0.5861,0
EMP00233,35,Male,Engineering,Manager,1.93,84417,46.2,4.7,Hybrid,6.95,9,3.0,80.3,5,10.3,4.91,4.8,6.45,7.56,2.1,1.7,0.3858,0
EMP00234,29,Male,Operations,Analyst,5.97,92281,42.5,7.6,Hybrid,8.36,4,4.81,76.4,3,11.6,7.44,4.69,3.21,5.59,12.8,3.9,0.1634,0
EMP00235,52,Female,Sales,Associate,0.57,56169,39.0,16.2,Hybrid,7.8,3,3.07,48.1,10,3.3,6.93,6.96,6.17,4.27,14.4,3.3,0.4219,0
EMP00236,40,Male,Sales,Associate,0.1,63980,43.0,9.4,Full Remote,7.95,6,3.97,68.5,4,15.6,6.09,6.15,8.23,4.64,10.6,2.3,0.3324,0
EMP00237,22,Male,Engineering,Tech Lead,3.17,111513,49.4,9.5,Full Remote,7.25,4,3.48,88.6,11,13.3,8.07,3.3,4.64,7.49,23.6,3.1,0.3777,0
EMP00238,36,Female,Sales,Manager,0.16,104047,52.7,7.0,Full Remote,7.29,8,1.93,33.8,2,10.7,7.68,4.15,5.45,4.28,10.6,4.2,0.5004,0
EMP00239,29,Male,Operations,Analyst,11.73,80211,35.0,6.2,On-site,6.68,10,2.97,77.7,2,7.7,5.42,3.7,8.9,7.62,0.8,2.3,0.3694,0
EMP00240,41,Female,Engineering,Manager,2.82,40000,42.6,17.5,Full Remote,7.08,8,3.88,68.2,4,14.2,8.34,5.58,7.24,3.51,97.4,17.8,0.5734,0
EMP00241,28,Female,HR,Senior Analyst,1.91,137778,43.9,11.3,Hybrid,8.68,12,3.46,53.9,6,6.9,5.17,4.49,6.5,7.74,7.6,6.3,0.3,0
EMP00242,34,Male,Customer Support,Manager,1.69,74501,35.5,11.3,Full Remote,6.25,12,3.15,81.8,8,17.7,8.49,4.52,5.83,4.49,7.9,5.9,0.265,0
EMP00243,39,Male,Finance,Analyst,2.55,67185,44.0,5.4,Full Remote,5.29,7,3.37,54.4,4,18.9,6.45,6.15,4.93,4.49,61.4,15.5,0.5387,0
EMP00244,41,Female,Operations,Senior Analyst,0.28,61941,46.2,8.2,Full Remote,7.49,9,3.62,52.9,0,7.2,6.83,3.81,8.34,8.37,6.0,7.8,0.2798,0
EMP00245,25,Female,Engineering,Senior Dev,7.98,84409,49.2,4.0,Hybrid,7.89,11,1.32,70.8,4,14.0,5.65,3.13,8.82,7.28,10.4,7.2,0.3186,0
EMP00246,32,Female,Sales,Senior,2.95,84664,45.6,3.7,Hybrid,7.5,14,3.05,27.1,5,7.3,5.87,4.18,6.51,5.1,48.6,6.6,0.4,0
EMP00247,31,Female,Operations,Senior Analyst,0.61,98765,38.0,32.1,Hybrid,9.27,6,2.85,71.3,2,3.1,8.06,2.71,4.39,7.79,77.3,8.8,0.2363,0
EMP00248,29,Male,Finance,Manager,2.48,51848,61.1,8.4,Full Remote,6.77,5,4.05,61.8,5,8.9,8.13,4.26,4.13,4.8,6.8,21.6,0.3804,0
EMP00249,49,Female,HR,Analyst,0.43,67187,51.6,6.4,Full Remote,5.57,5,4.11,68.8,5,10.6,7.09,5.39,7.31,6.31,21.1,10.4,0.5379,0
EMP00250,38,Male,Finance,Manager,0.1,125763,49.4,13.7,Hybrid,9.07,15,3.64,69.3,5,6.1,8.13,4.48,5.78,5.68,81.1,5.5,0.3262,0
EMP00251,24,Male,Sales,Associate,2.99,80614,53.0,8.2,Full Remote,7.84,7,3.59,76.3,2,13.3,4.99,4.42,8.9,8.2,7.6,2.8,0.3687,0
EMP00252,42,Male,Engineering,Junior Dev,3.14,70686,47.0,17.8,Full Remote,8.63,5,1.89,52.5,2,13.6,9.38,4.94,7.82,7.14,41.4,3.6,0.2316,0
EMP00253,51,Male,Operations,Analyst,2.63,51459,55.3,14.0,Full Remote,8.29,5,2.77,70.0,1,19.8,4.97,6.09,7.31,5.79,2.8,7.9,0.5358,0
EMP00254,43,Female,Finance,Analyst,0.61,87648,45.5,14.4,Hybrid,9.69,7,3.22,77.1,3,15.1,4.22,3.87,4.96,4.21,20.7,11.5,0.4285,0
EMP00255,22,Male,Marketing,Senior,2.77,100775,45.0,4.0,Hybrid,6.57,8,3.41,77.6,4,18.2,7.3,4.35,5.79,5.03,4.2,5.7,0.5829,0
EMP00256,31,Male,Operations,Manager,0.17,96864,50.1,4.8,Full Remote,5.4,6,3.5,80.8,4,10.9,7.97,5.98,7.83,6.46,85.4,1.4,0.3829,0
EMP00257,45,Male,Sales,Senior,2.82,68529,57.6,26.5,Hybrid,9.65,5,1.94,68.5,8,14.5,5.93,1.51,5.1,5.04,33.5,2.1,0.4842,0
EMP00258,29,Female,Sales,Senior,2.42,84031,57.1,7.7,Hybrid,3.83,7,4.28,74.2,4,14.0,5.3,6.04,5.82,4.46,23.8,9.2,0.6405,0
EMP00259,38,Female,Operations,Senior Analyst,3.19,116791,49.7,10.4,Hybrid,8.07,11,2.68,54.8,2,7.7,7.61,6.26,7.73,3.73,20.3,7.6,0.5512,0
EMP00260,41,Male,Operations,Analyst,6.78,101772,49.1,10.7,Full Remote,6.82,6,1.69,75.7,1,12.9,7.46,3.77,6.92,5.76,18.6,18.4,0.4147,0
EMP00261,27,Male,Marketing,Associate,5.7,55395,50.6,11.8,Hybrid,8.24,9,4.13,64.3,4,15.3,7.25,3.87,4.97,8.3,19.5,3.6,0.4364,0
EMP00262,34,Male,Engineering,Senior Dev,11.84,40000,52.9,19.6,Hybrid,7.08,10,2.77,55.2,2,12.7,9.05,4.89,7.49,7.82,54.2,12.2,0.2574,0
EMP00263,22,Female,Engineering,Senior Dev,11.22,82419,55.4,31.5,Full Remote,6.08,4,4.05,71.3,4,12.6,8.64,5.45,6.14,7.48,9.3,8.2,0.6767,0
EMP00264,26,Female,Finance,Senior Analyst,4.44,94964,43.1,4.5,Hybrid,6.4,9,2.11,84.8,2,7.7,6.13,6.02,4.02,7.12,8.2,3.7,0.6616,0
EMP00265,32,Female,Sales,Senior,9.4,47769,55.5,6.2,Hybrid,8.64,7,3.18,74.9,3,21.9,6.32,3.72,5.82,6.22,28.1,0.4,0.3329,0
EMP00266,25,Female,Operations,Senior Analyst,6.06,74780,47.7,5.3,On-site,2.68,7,2.73,88.6,5,8.6,8.01,4.7,4.21,4.35,19.6,3.9,0.6707,0
EMP00267,48,Male,Customer Support,Senior Analyst,3.9,68407,50.2,11.5,Full Remote,5.9,10,3.81,51.2,4,10.2,5.92,5.62,5.14,3.65,9.5,7.1,0.5315,0
EMP00268,23,Female,Operations,Manager,0.24,77607,56.1,16.3,Full Remote,8.9,13,2.79,78.0,3,19.0,5.17,4.58,6.58,5.63,28.9,21.0,0.3465,0
EMP00269,31,Female,Sales,Associate,0.15,61382,51.0,17.8,Hybrid,7.77,6,3.81,45.5,3,19.5,5.41,8.19,5.25,3.1,16.7,6.7,0.4048,0
EMP00270,36,Male,Operations,Senior Analyst,5.45,107262,52.3,2.9,Hybrid,7.9,11,3.16,78.7,3,10.8,7.73,5.31,7.92,6.38,16.3,9.6,0.3792,0
EMP00271,46,Male,Sales,Senior,2.02,78699,41.9,12.9,Hybrid,7.5,8,2.97,62.1,4,11.7,5.64,4.17,5.57,4.96,4.5,4.2,0.4163,0
EMP00272,23,Female,Engineering,Manager,5.06,53024,57.0,26.8,Hybrid,4.4,12,4.22,74.8,7,17.3,9.75,4.53,3.0,2.03,3.9,3.4,0.7196,1
EMP00273,44,Female,Engineering,Junior Dev,1.13,97936,50.6,1.8,Hybrid,6.62,6,5.0,49.0,1,17.3,6.72,2.58,7.47,8.3,39.1,6.8,0.2009,0
EMP00274,35,Male,Sales,Senior,1.52,43395,46.0,20.7,Hybrid,3.57,10,3.21,52.4,4,13.8,5.17,6.4,5.18,8.02,19.7,8.1,0.669,0
EMP00275,27,Female,Customer Support,Analyst,3.61,107112,53.8,3.0,Full Remote,9.14,11,2.88,59.7,2,15.3,3.46,7.12,5.7,5.31,12.0,5.3,0.4761,0
EMP00276,38,Female,Engineering,Senior Dev,7.41,99776,65.7,1.3,Hybrid,7.38,9,3.39,77.9,5,13.3,5.38,7.77,5.5,4.02,52.4,7.4,0.7847,1
EMP00277,36,Male,Engineering,Junior Dev,0.28,109744,35.6,1.4,Hybrid,8.34,5,3.59,85.1,0,0.5,6.93,6.59,3.73,5.16,42.1,1.8,0.3732,0
EMP00278,30,Male,Customer Support,Analyst,5.93,71043,38.6,11.2,Full Remote,8.39,12,2.06,70.7,5,16.3,7.69,5.37,4.08,5.8,32.9,15.3,0.3264,0
EMP00279,35,Male,Engineering,Senior Dev,4.73,62597,66.5,29.3,Full Remote,8.89,11,2.69,48.4,2,5.4,8.72,5.64,4.58,4.97,15.5,2.0,0.5424,0
EMP00280,31,Female,Operations,Analyst,1.14,77100,48.4,2.6,Full Remote,8.61,8,2.3,79.8,2,6.7,8.27,3.59,6.1,5.36,10.1,4.0,0.4185,0
EMP00281,35,Male,Sales,Associate,1.32,72889,46.5,1.9,Hybrid,6.64,13,2.58,59.6,8,10.8,7.4,3.51,4.63,3.44,11.3,1.6,0.5004,0
EMP00282,40,Male,Engineering,Senior Dev,0.14,58681,44.1,3.7,Full Remote,4.74,7,4.66,68.6,6,9.2,5.83,4.69,6.78,3.53,46.6,0.8,0.5717,0
EMP00283,47,Female,Customer Support,Analyst,0.1,61159,54.7,3.9,On-site,8.63,10,1.67,82.0,6,8.9,9.29,7.97,4.93,4.88,23.7,3.5,0.4669,0
EMP00284,25,Female,Engineering,Manager,1.94,65840,65.9,10.4,On-site,7.56,9,3.8,81.9,7,22.3,7.79,2.45,6.19,7.02,10.9,7.7,0.4726,0
EMP00285,52,Male,Marketing,Senior,0.3,45749,39.7,10.5,On-site,7.3,6,3.2,59.8,6,17.6,8.03,6.69,5.94,3.95,8.1,5.2,0.5388,0
EMP00286,22,Male,Sales,Manager,0.65,91949,44.2,16.5,Hybrid,5.38,7,3.69,49.3,7,13.9,6.35,5.59,6.8,5.94,16.6,1.3,0.6384,0
EMP00287,33,Female,Engineering,Senior Dev,5.63,73692,42.2,10.5,On-site,8.7,6,2.57,85.0,4,17.1,6.99,7.29,7.32,3.39,30.4,10.5,0.4083,0
EMP00288,39,Female,Engineering,Manager,2.54,67290,50.9,19.8,Full Remote,7.31,8,3.13,76.4,0,20.6,8.35,6.07,5.11,5.76,55.9,5.5,0.3514,0
EMP00289,37,Female,Engineering,Senior Dev,3.01,47241,54.8,3.7,Hybrid,9.48,14,4.48,79.1,4,7.4,6.14,6.76,7.06,4.88,36.0,4.1,0.4744,0
EMP00290,30,Male,Engineering,Senior Dev,0.62,45990,58.0,7.0,Hybrid,7.04,13,3.14,62.2,0,9.9,5.92,4.16,7.88,6.97,10.1,3.9,0.4058,0
EMP00291,33,Female,Operations,Senior Analyst,5.29,123397,51.1,9.2,Full Remote,6.69,13,4.63,51.5,4,14.1,8.64,3.97,5.0,6.92,45.4,7.7,0.4303,0
EMP00292,31,Female,Marketing,Manager,6.07,59318,65.2,2.4,Full Remote,8.14,8,1.32,69.8,4,12.2,4.71,3.23,5.23,5.96,3.9,1.3,0.4667,0
EMP00293,30,Female,Sales,Senior,2.22,90263,40.4,14.3,Hybrid,7.51,5,3.93,90.6,4,10.0,6.04,6.25,7.91,5.84,24.6,6.8,0.3809,0
EMP00294,41,Female,Sales,Associate,7.31,79065,38.3,5.5,Full Remote,5.73,8,3.53,65.2,5,17.1,3.93,3.17,5.87,7.08,50.6,5.3,0.4844,0
EMP00295,37,Male,Customer Support,Analyst,5.59,40000,56.8,2.1,Hybrid,9.5,8,2.35,91.5,2,10.8,7.34,5.05,5.96,3.84,10.3,22.7,0.3845,0
EMP00296,29,Male,Customer Support,Senior Analyst,3.94,119811,46.0,5.5,On-site,8.35,15,4.23,63.0,5,5.5,7.82,3.64,5.74,5.62,6.7,8.7,0.1242,0
EMP00297,42,Female,Finance,Senior Analyst,3.97,92102,35.0,5.3,Full Remote,7.25,4,2.9,92.4,5,19.0,6.24,5.4,4.4,4.84,16.8,1.5,0.5513,0
